Gamme;Nom;Laboratoire;cip7;cip13;EAN;Prix;Remise client;Prix remisé;Quantité minimum;Quantité par multiple
VELPEAU GENOUILLÈRE ANATOMIQUE;T5 Noir;LOHMANN & RAUSCHER;6097992;3401060979928;4056649515333;21;35;13.6500;0.0000;0.0000
VELPEAU LAXITÉRAL GENOUILLÈRE;T1 - Noir;LOHMANN & RAUSCHER;4657872;3401046578725;4056649514534;40.45;35;26.2900;0.0000;0.0000
VELPEAU LAXITÉRAL GENOUILLÈRE;T2 - Noir;LOHMANN & RAUSCHER;4657889;3401046578893;4056649514558;40.45;35;26.2900;0.0000;0.0000
VELPEAU LAXITÉRAL GENOUILLÈRE;T3 - Noir;LOHMANN & RAUSCHER;4657895;3401046578954;4056649514572;40.45;35;26.2900;0.0000;0.0000
VELPEAU LAXITÉRAL GENOUILLÈRE;T4 - Noir;LOHMANN & RAUSCHER;4657903;3401046579036;4056649514596;40.45;35;26.2900;0.0000;0.0000
VELPEAU LAXITÉRAL GENOUILLÈRE;T5 - Noir;LOHMANN & RAUSCHER;6097911;3401060979119;4056649515432;40.45;35;26.2900;0.0000;0.0000
VELPEAU LIGACTION GENOUILLÈRE;T1 - Noir;LOHMANN & RAUSCHER;9688512;3401096885125;4056649517351;44.84;35;29.1500;0.0000;0.0000
VELPEAU LIGACTION GENOUILLÈRE;T2 - Noir;LOHMANN & RAUSCHER;9688529;3401096885293;4056649517375;44.84;35;29.1500;0.0000;0.0000
VELPEAU LIGACTION GENOUILLÈRE;T3 - Noir;LOHMANN & RAUSCHER;9688535;3401096885354;4056649517399;44.84;35;29.1500;0.0000;0.0000
VELPEAU LIGACTION GENOUILLÈRE;T4 - Noir;LOHMANN & RAUSCHER;9688541;3401096885415;4056649517412;44.84;35;29.1500;0.0000;0.0000
VELPEAU LIGACTION GENOUILLÈRE;T5 - Noir;LOHMANN & RAUSCHER;6098017;3401060980177;4056649515395;44.84;35;29.1500;0.0000;0.0000
VELPEAU LIGACTION GENOUILLÈRE;T1 - Noir/Bleu;LOHMANN & RAUSCHER;4658512;3401046585129;4056649514015;44.84;35;29.1500;0.0000;0.0000
VELPEAU LIGACTION GENOUILLÈRE;T2 - Noir/Bleu;LOHMANN & RAUSCHER;4658529;3401046585297;4056649514039;44.84;35;29.1500;0.0000;0.0000
VELPEAU LIGACTION GENOUILLÈRE;T3 - Noir/Bleu;LOHMANN & RAUSCHER;4658535;3401046585358;4056649514053;44.84;35;29.1500;0.0000;0.0000
VELPEAU LIGACTION GENOUILLÈRE;T4 - Noir/Bleu;LOHMANN & RAUSCHER;4658541;3401046585419;4056649514077;44.84;35;29.1500;0.0000;0.0000
VELPEAU LIGACTION GENOUILLÈRE;T5 - Noir/Bleu;LOHMANN & RAUSCHER;6106254;3401061062544;4056649515371;44.84;35;29.1500;0.0000;0.0000
VELPEAU LIGACTION PRO ;Genouillère T5 - Noir;LOHMANN & RAUSCHER;9815620;3401098156209;4056649515555;88.83;35;57.7400;0.0000;0.0000
VELPEAU LIGACTION CITY ;Genouillère T1 - Taupe;LOHMANN & RAUSCHER;2032607;3401020326076;4056649515876;79;35;51.3500;0.0000;0.0000
VELPEAU LIGACTION CITY ;Genouillère T2 - Taupe;LOHMANN & RAUSCHER;2032613;3401020326137;4056649515890;79;35;51.3500;0.0000;0.0000
VELPEAU LIGACTION CITY ;Genouillère T3 - Taupe;LOHMANN & RAUSCHER;2032636;3401020326366;4056649515913;79;35;51.3500;0.0000;0.0000
VELPEAU LIGACTION CITY ;Genouillère T4 - Taupe;LOHMANN & RAUSCHER;2032642;3401020326427;4056649515937;79;35;51.3500;0.0000;0.0000
VELPEAU LIGACTION PRO ;Genouillère T1 - Noir;LOHMANN & RAUSCHER;9815577;3401098155776;4056649515470;88.83;35;57.7400;0.0000;0.0000
VELPEAU LIGACTION PRO ;Genouillère T2 - Noir;LOHMANN & RAUSCHER;9815583;3401098155837;4056649515494;88.83;35;57.7400;0.0000;0.0000
VELPEAU LIGACTION PRO ;Genouillère T3 - Noir;LOHMANN & RAUSCHER;9815608;3401098156087;4056649515517;88.83;35;57.7400;0.0000;0.0000
VELPEAU LIGACTION PRO ;Genouillère T4 - Noir;LOHMANN & RAUSCHER;9815614;3401098156148;4056649515531;88.83;35;57.7400;0.0000;0.0000
VELPEAU XPRO;T1 Orthèse de genou articulée;LOHMANN & RAUSCHER;4660762;3401046607623;4056649517658;126.29;35;82.0900;0.0000;0.0000
VELPEAU XPRO;T2 Orthèse de genou articulée;LOHMANN & RAUSCHER;4660779;3401046607791;4056649517672;126.29;35;82.0900;0.0000;0.0000
VELPEAU XPRO;T3 Orthèse de genou articulée;LOHMANN & RAUSCHER;4660785;3401046607852;4056649517696;126.29;35;82.0900;0.0000;0.0000
VELPEAU XPRO;T4 Orthèse de genou articulée;LOHMANN & RAUSCHER;4660791;3401046607913;4056649517719;126.29;35;82.0900;0.0000;0.0000
VELPEAU CHEVILLÈRE ANATOMIQUE;T1 - Noir;LOHMANN & RAUSCHER;9682395;3401096823950;4056649513933;14.89;35;9.6800;0.0000;0.0000
VELPEAU CHEVILLÈRE ANATOMIQUE;T2 - Noir;LOHMANN & RAUSCHER;9682403;3401096824032;4056649513957;14.89;35;9.6800;0.0000;0.0000
VELPEAU CHEVILLÈRE ANATOMIQUE;T3 - Noir;LOHMANN & RAUSCHER;9682426;3401096824261;4056649513971;14.89;35;9.6800;0.0000;0.0000
VELPEAU CHEVILLÈRE ANATOMIQUE;T4 - Noir;LOHMANN & RAUSCHER;9688417;3401096884173;4056649513995;14.89;35;9.6800;0.0000;0.0000
VELPEAU LIGACTION CHEVILLÈRE;T1 - Noir/Bleu;LOHMANN & RAUSCHER;4660851;3401046608514;4056649514794;31.28;35;20.3300;0.0000;0.0000
VELPEAU LIGACTION CHEVILLÈRE;T2 - Noir/Bleu;LOHMANN & RAUSCHER;4660868;3401046608682;4056649514817;31.28;35;20.3300;0.0000;0.0000
VELPEAU LIGACTION CHEVILLÈRE;T3 - Noir/Bleu;LOHMANN & RAUSCHER;4660874;3401046608743;4056649514831;31.28;35;20.3300;0.0000;0.0000
VELPEAU LIGACTION CHEVILLÈRE;T4 - Noir/Bleu;LOHMANN & RAUSCHER;4660880;3401046608804;4056649514855;31.28;35;20.3300;0.0000;0.0000
VELPEAU FREECAST COMFORT;T1 Droite Orthèse de cheville;LOHMANN & RAUSCHER;6167897;;4056649874607;38.74;35;25.1800;0.0000;0.0000
VELPEAU FREECAST COMFORT;T2 Droite Orthèse de cheville;LOHMANN & RAUSCHER;6167900;;4056649874645;38.74;35;25.1800;0.0000;0.0000
VELPEAU FREECAST COMFORT;T1 Gauche Orthèse de cheville;LOHMANN & RAUSCHER;6167898;;4056649874621;38.74;35;25.1800;0.0000;0.0000
VELPEAU FREECAST COMFORT;T2 Gauche Orthèse de cheville;LOHMANN & RAUSCHER;6167901;;4056649874669;38.74;35;25.1800;0.0000;0.0000
ROSIDAL K ;Bande de compression 5mx4cm;LOHMANN & RAUSCHER;4272646;3401042726465;4063591323879;3.76;35;2.4400;0.0000;0.0000
ROSIDAL K ;Bande de compression 5mx6cm;LOHMANN & RAUSCHER;7652467;3401076524679;4063591323886;7.48;35;4.8600;0.0000;0.0000
ROSIDAL K ;Bande de compression 5mx8cm;LOHMANN & RAUSCHER;7652450;3401076524501;4063591323893;9.89;35;6.4300;0.0000;0.0000
ROSIDAL K ;Bande de compression 5mx10cm;LOHMANN & RAUSCHER;7652444;3401076524440;4063591323909;11.4;35;7.4100;0.0000;0.0000
ROSIDAL K ;Bande de compression 5mx12cm;LOHMANN & RAUSCHER;7652438;3401076524389;4063591323916;12.42;35;8.0700;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 3mx8cm légère;LOHMANN & RAUSCHER;6446211;3401564462117;4021447856780;12.33;35;8.0100;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 3,5mx8cm légère;LOHMANN & RAUSCHER;6446197;3401564461974;4021447856827;14.43;35;9.3800;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 4mx8cm légère;LOHMANN & RAUSCHER;6446240;3401564462407;4021447856865;16.83;35;10.9400;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 3mx10cm légère;LOHMANN & RAUSCHER;6446228;3401564462285;4021447856803;15.1;35;9.8200;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 3,5mx10cm légère;LOHMANN & RAUSCHER;6446205;3401564462056;4021447856841;18.54;35;12.0500;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 4mx10cm légère;LOHMANN & RAUSCHER;6446257;3401564462575;4021447856889;19.77;35;12.8500;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 5mx10cm légère;LOHMANN & RAUSCHER;6446263;3401564462636;4021447856902;20.99;35;13.6400;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 3mx8cm forte;LOHMANN & RAUSCHER;6013251;3401560132519;4021447856926;14;35;9.1000;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 3,5mx8cm forte;LOHMANN & RAUSCHER;6013245;3401560132458;4021447856964;16.32;35;10.6100;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 4mx8cm forte;LOHMANN & RAUSCHER;6013274;3401560132748;4021447857008;18.79;35;12.2100;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 3,5mx10cm forte;LOHMANN & RAUSCHER;6013280;3401560132809;4021447856988;20.99;35;13.6400;0.0000;0.0000
VELPEAU VEINE PLUS ;Bande de compression 4mx10cm forte;LOHMANN & RAUSCHER;6013564;3401560135640;4021447857022;22.56;35;14.6600;0.0000;0.0000
VELPEAU PRESS SANS LATEX ;Bande de compression cohésive 3mx7cm blanc;LOHMANN & RAUSCHER;6274319;;4004221010660;6.39;35;4.1500;12.0000;12.0000
VELPEAU PRESS SANS LATEX ;Bande de compression cohésive 3mx7cm chair;LOHMANN & RAUSCHER;6274320;;4004221010684;6.39;35;4.1500;12.0000;12.0000
VELPEAU PRESS SANS LATEX ;Bande de compression cohésive 3,5mx10cm blanc;LOHMANN & RAUSCHER;6274321;;4004221010707;8.16;35;5.3000;8.0000;8.0000
VELPEAU PRESS SANS LATEX ;Bande de compression cohésive 3,5mx10cm chair;LOHMANN & RAUSCHER;6274322;;4004221010721;8.16;35;5.3000;8.0000;8.0000
VELPEAU STRAPP ;Bande élastique adhésive 2,5mx3cm;LOHMANN & RAUSCHER;6256477;;8428012300345;3.31;35;2.1500;24.0000;24.0000
VELPEAU STRAPP ;Bande élastique adhésive 2,5mx6cm;LOHMANN & RAUSCHER;6256478;;8428012300352;4.36;35;2.8300;18.0000;18.0000
VELPEAU STRAPP ;Bande élastique adhésive 2,5mx8cm;LOHMANN & RAUSCHER;6256480;;8428012300369;5.42;35;3.5200;12.0000;12.0000
VELPEAU STRAPP ;Bande élastique adhésive 2,5mx10cm;LOHMANN & RAUSCHER;6256481;;8428012300376;6.81;35;4.4300;9.0000;9.0000
VELPEAU STRAPP ;Bande élastique adhésive 2,5mx3cm sous cello;LOHMANN & RAUSCHER;6256484;;8428012300543;2.32;35;1.5100;60.0000;60.0000
VELPEAU STRAPP ;Bande élastique adhésive 2,5mx6cm sous cello;LOHMANN & RAUSCHER;6256486;;8428012300550;3.18;35;2.0700;30.0000;30.0000
VELPEAU STRAPP ;Bande élastique adhésive 2,5mx8cm sous cello;LOHMANN & RAUSCHER;6256487;;8428012300567;3.82;35;2.4800;30.0000;30.0000
VELPEAU STRAPP ;Bande élastique adhésive 2,5mx10cm sous cello;LOHMANN & RAUSCHER;6256488;;8428012300574;4.81;35;3.1300;30.0000;30.0000
SHOECAST;T0 droit - chaussure de marche;LOHMANN & RAUSCHER;7065221;3401070652217;4021447508597;23.7;35;15.4100;0.0000;0.0000
SHOECAST;T1 droit - chaussure de marche;LOHMANN & RAUSCHER;7065244;3401070652446;4021447508610;23.7;35;15.4100;0.0000;0.0000
SHOECAST;T2 droit - chaussure de marche;LOHMANN & RAUSCHER;7065267;3401070652675;4021447508634;23.7;35;15.4100;0.0000;0.0000
SHOECAST;T3 droit - chaussure de marche;LOHMANN & RAUSCHER;7065296;3401070652965;4021447508658;23.7;35;15.4100;0.0000;0.0000
SHOECAST;T0 gauche - chaussure de marche;LOHMANN & RAUSCHER;7065215;3401070652156;4021447508580;23.7;35;15.4100;0.0000;0.0000
SHOECAST;T1 gauche - chaussures de marche;LOHMANN & RAUSCHER;7065238;3401070652385;4021447508603;23.7;35;15.4100;0.0000;0.0000
SHOECAST;T2 gauche - chaussure de marche;LOHMANN & RAUSCHER;7065250;3401070652507;4021447508627;23.7;35;15.4100;0.0000;0.0000
SHOECAST;T3 gauche - chaussure de marche;LOHMANN & RAUSCHER;7065273;3401070652736;4021447508641;23.7;35;15.4100;0.0000;0.0000
CELLONA ;Bande plâtrée 2mx6cm;LOHMANN & RAUSCHER;7085376;3401070853768;4021447250007;1.28;35;0.8300;10.0000;10.0000
CELLONA ;Bande plâtrée 2mx10cm;LOHMANN & RAUSCHER;6088272;3401060882723;4056649459484;1.9;35;1.2400;10.0000;10.0000
CELLONA ;Bande plâtrée 2mx15cm;LOHMANN & RAUSCHER;6088289;3401060882891;4056649459491;2.36;35;1.5300;10.0000;10.0000
CELLONA ;Bande plâtrée 2mx20cm;LOHMANN & RAUSCHER;6088295;3401060882952;4056649459507;2.95;35;1.9200;10.0000;10.0000
JERSEY CÔTE COTON;5mx5cm Ecru;LOHMANN & RAUSCHER;6252990;3401062529909;4021447974330;3.8;35;2.4700;0.0000;0.0000
JERSEY CÔTE COTON;5mx7cm Ecru;LOHMANN & RAUSCHER;6253009;3401062530097;4021447974354;4.57;35;2.9700;0.0000;0.0000
JERSEY CÔTE COTON;5mx10cm Ecru;LOHMANN & RAUSCHER;6253015;3401062530158;4021447974378;5.84;35;3.8000;0.0000;0.0000
JERSEY CÔTE COTON;5mx15cm Ecru;LOHMANN & RAUSCHER;6253021;3401062530219;4021447974705;8.5;35;5.5300;0.0000;0.0000
JERSEY CÔTE COTON;5mx20cm Ecru;LOHMANN & RAUSCHER;6253038;3401062530387;4021447974729;10.13;35;6.5800;0.0000;0.0000
CELLONA OUATE ;Orthopédique 2,75mx5cm;LOHMANN & RAUSCHER;6253342;;4021447024196;0.88;35;0.5700;96.0000;96.0000
CELLONA OUATE ;Orthopédique 2,75mx7,5cm;LOHMANN & RAUSCHER;6253343;;4021447024202;1.15;35;0.7500;72.0000;72.0000
CELLONA OUATE ;Orthopédique 2,75mx10cm;LOHMANN & RAUSCHER;6253344;;4021447024219;1.24;35;0.8100;48.0000;48.0000
CELLONA OUATE ;Orthopédique 2,75mx15cm;LOHMANN & RAUSCHER;6253345;;4021447024226;1.87;35;1.2200;36.0000;36.0000
CELLONA OUATE ;Orthopédique 2,75mx20cm;LOHMANN & RAUSCHER;6253346;;4021447024233;2.45;35;1.5900;24.0000;24.0000
VLIWASORB PANSEMENT ;Super-absorbant adhésif 12cmx12cm Bte/10;LOHMANN & RAUSCHER;5105933;3401051059332;4056649397519;15.87;30;11.1090;0.0000;0.0000
VLIWASORB PANSEMENT ;Super-absorbant adhésif 15cmx15cm Bte/10;LOHMANN & RAUSCHER;5105927;3401051059271;4056649397533;28.86;30;20.2020;0.0000;0.0000
VLIWASORB PANSEMENT ;Super-absorbant adhésif 15cmx25cm Bte/10;LOHMANN & RAUSCHER;2060785;3401020607854;4056649397557;38.48;30;26.9360;0.0000;0.0000
SUPRASORB P ;Pansement hydrocellulaire Adh 7,5cmx7,5cm Bte/10;LOHMANN & RAUSCHER;4318791;3401043187913;4056649398059;7.37;2.38;7.1946;0.0000;0.0000
SUPRASORB P ;Pansement hydrocellulaire Adh 10cmx10cm Bte/10;LOHMANN & RAUSCHER;4318816;3401043188163;4056649398073;14.75;2.25;14.4181;0.0000;0.0000
SUPRASORB P ;Pansement hydrocellulaire Adh 15cmx15cm Bte/10;LOHMANN & RAUSCHER;4318822;3401043188224;4056649396840;31.23;0;31.2300;0.0000;0.0000
SUPRASORB P ;Pansement hydrocellulaire Adh 15cmx20cm Bte/10;LOHMANN & RAUSCHER;4318839;3401043188392;4056649396864;41.64;1.27;41.1112;0.0000;0.0000
SUPRASORB P ;Pansement hydrocellulaire Adh Sacrum 18x20,5cm Bte/10;LOHMANN & RAUSCHER;4573193;3401045731930;4056649397007;46.75;4.28;44.7491;0.0000;0.0000
SUPRASORB P ;Pansement hydrocellulaire Non-adh 10cmx10cm Bte/10;LOHMANN & RAUSCHER;4318868;3401043188682;4056649398134;16.12;9.45;14.5967;0.0000;0.0000
SUPRASORB P ;Pansement hydrocellulaire Non-adh 15cmx15cm Bte/10;LOHMANN & RAUSCHER;4318874;3401043188743;4056649396802;34.13;8.3;31.2972;0.0000;0.0000
SUPRASORB P ;Pansement hydrocellulaire Non-adh 15cmx20cm Bte/10;LOHMANN & RAUSCHER;4318880;3401043188804;4056649396826;45.50;6.46;42.5607;0.0000;0.0000
LOMATUELL H ;Tulle gras vaseliné stérile 5cmx5cm Bte/10;LOHMANN & RAUSCHER;9514806;3401095148061;4021447233147;3.43;30;2.4000;0.0000;0.0000
LOMATUELL H ;Tulle gras vaseliné stérile 10cmx10cm Bte/10;LOHMANN & RAUSCHER;7064960;3401070649606;4056649396789;8.45;56.2;3.7000;0.0000;0.0000
VLIWAZELL;10x10cm pansement absorbant fluff américain;LOHMANN & RAUSCHER;7065497;3401070654976;4056649513483;3.51;35;2.2800;8.0000;8.0000
VLIWAZELL;15x20cm pansement absorbant fluff américain;LOHMANN & RAUSCHER;7065505;3401070655058;4056649513506;8.9;35;5.7900;6.0000;6.0000
VLIWAZELL;20x25cm pansement absorbant fluff américain;LOHMANN & RAUSCHER;7065511;3401070655119;4056649513520;14.29;35;9.2900;4.0000;4.0000
METALLINE COMPRESSE;Trachéo aluminée 8cmx9cm;LOHMANN & RAUSCHER;6123270;3401061232701;4021447230948;32.27;20;25.8200;50.0000;50.0000
SUPRASORB F ;Film adhésif transparent 1mx10cm rouleau;LOHMANN & RAUSCHER;4434646;3401044346463;4056649398332;5.58;23.84;4.2500;0.0000;0.0000
SUPRASORB F ;Film adhésif transparent 10mx10cm rouleau;LOHMANN & RAUSCHER;4319069;3401043190692;4056649398257;24.77;24.99;18.5800;0.0000;0.0000
SUPRASORB F ;Film adhésif transparent 10mx15cm rouleau;LOHMANN & RAUSCHER;4319075;3401043190753;4056649398271;30.18;30.42;21.0000;0.0000;0.0000
PRO-OPHTA S ;Pansement ophtalmique adhésif enfant Bte/5;LOHMANN & RAUSCHER;7476473;3401074764732;4021447022147;9.95;20;7.9600;0.0000;0.0000
PRO-OPHTA S ;Pansement ophtalmique adhésif adulte Bte/5;LOHMANN & RAUSCHER;7219552;3401072195521;4021447022178;13.55;20;10.8400;0.0000;0.0000
RONDELLE ;Oculaire 7cmx5,3cm Bte/10;LOHMANN & RAUSCHER;6132381;3401061323812;4056649512196;1.75;49.7;0.8800;20.0000;20.0000
CURAPOR STÉRILE ;Pansement chirurgical 5cmx7cm Bte/10;LOHMANN & RAUSCHER;6013916;3401060139162;4021447842608;2.81;55.5;1.2500;0.0000;0.0000
CURAPOR STÉRILE ;Pansement chirurgical 8cmx10cm Bte/10;LOHMANN & RAUSCHER;6013922;3401060139223;4021447842639;4.39;54.4;2.0000;0.0000;0.0000
CURAPOR STÉRILE ;Pansement chirurgical 10cmx15cm Bte/10;LOHMANN & RAUSCHER;6013923;3401060139230;4021447842660;7.51;54.7;3.4000;0.0000;0.0000
CURAPOR STÉRILE ;Pansement chirurgical 10cmx20cm Bte/10;LOHMANN & RAUSCHER;6013924;3401060139247;4021447842691;10.23;55.5;4.5500;0.0000;0.0000
CURAPOR TRANSPARENT;Pansement chirurgical 5cmx7cm Bte/5;LOHMANN & RAUSCHER;4346089;3401043460894;4056649398295;4.09;57.2;1.7500;0.0000;0.0000
CURAPOR TRANSPARENT;Pansement chirurgical 8cmx10cm Bte/5;LOHMANN & RAUSCHER;4346095;3401043460955;4056649398318;6.45;58.1;2.7000;0.0000;0.0000
CURAFIX H ;Sparadrap multi-extensible aéré 10mx5cm;LOHMANN & RAUSCHER;6244847;;4056649889328;3.74;53.2;1.7500;0.0000;0.0000
CURAFIX H ;Sparadrap multi-extensible aéré 10mx10cm;LOHMANN & RAUSCHER;6244848;;4056649889335;5.84;50.3;2.9000;0.0000;0.0000
CURAFIX H ;Sparadrap multi-extensible aéré 10mx15cm;LOHMANN & RAUSCHER;6244850;;4056649889342;10.38;50;5.1900;0.0000;0.0000
CURAFIX H ;Sparadrap multi-extensible aéré 10mx20cm;LOHMANN & RAUSCHER;6244851;;4056649889359;10.9;50;5.4500;0.0000;0.0000
SETS DE PANSEMENTS ;Post-op petite plaie < 5 cm;LOHMANN & RAUSCHER;6340181;;4063591768601;6.43;35;4.1800;6.0000;6.0000
SETS DE PANSEMENTS ;Post-op moyenne plaie ≥ 5 cm et < 10 cm;LOHMANN & RAUSCHER;6340182;;4063591768632;7.73;35;5.0200;6.0000;6.0000
SETS DE PANSEMENTS ;Post-op grande plaie > 10 cm;LOHMANN & RAUSCHER;6340183;;4063591768663;10.06;35;6.5400;6.0000;6.0000
VELPEAU CRÊPE ;Coton blanchi 4mx5cm sous cello;LOHMANN & RAUSCHER;7240026;3401072400267;4021447899855;1.02;46.1;0.5500;0.0000;0.0000
VELPEAU CRÊPE ;Coton blanchi 4mx7cm sous cello;LOHMANN & RAUSCHER;7240032;3401072400328;4021447899879;1.28;45.3;0.7000;0.0000;0.0000
VELPEAU CRÊPE ;Coton blanchi 4mx10cm sous cello;LOHMANN & RAUSCHER;7240049;3401072400496;4021447899893;1.61;44.1;0.9000;0.0000;0.0000
VELPEAU CRÊPE ;Coton blanchi 4mx15cm sous cello;LOHMANN & RAUSCHER;7240055;3401072400557;4021447900469;2.43;46.1;1.3100;0.0000;0.0000
VELPEAU CRÊPE ;Coton blanchi 5mx20cm sous cello;LOHMANN & RAUSCHER;7240084;3401072400847;4021447899930;3.69;35;2.4000;0.0000;0.0000
VELPEAU CRÊPE ;Coton blanchi 4mx5cm sous boîte;LOHMANN & RAUSCHER;6600706;3401066007069;4056649513001;1.03;35;0.6700;0.0000;0.0000
VELPEAU CRÊPE ;Coton blanchi 4mx7cm sous boîte;LOHMANN & RAUSCHER;6600712;3401066007120;4056649513025;1.27;35;0.8300;0.0000;0.0000
VELPEAU CRÊPE ;Coton blanchi 4mx10cm sous boîte;LOHMANN & RAUSCHER;6604839;3401066048390;4056649513124;1.63;35;1.0600;0.0000;0.0000
VELPEAU CRÊPE ;Coton blanchi 4mx15cm sous boîte;LOHMANN & RAUSCHER;6600729;3401066007298;4056649513049;2.4;35;1.5600;0.0000;0.0000
VELPEAU CRÊPE ;Coton blanchi 5mx20cm sous boîte;LOHMANN & RAUSCHER;6600735;3401066007359;4056649513063;3.86;35;2.5100;0.0000;0.0000
VELPEAU NYL ;Bande extensible 3mx5cm sous cello;LOHMANN & RAUSCHER;7240109;3401072401097;4056649223245;0.32;35;0.2100;20.0000;20.0000
VELPEAU NYL ;Bande extensible 3mx7cm sous cello;LOHMANN & RAUSCHER;7240115;3401072401158;4056649223252;0.35;35;0.2300;20.0000;20.0000
VELPEAU NYL ;Bande extensible 3mx10cm;LOHMANN & RAUSCHER;7240121;3401072401219;4056649223269;0.45;35;0.2900;20.0000;20.0000
VELPEAU NYL ;Bande extensible 4mx5cm sous cello;LOHMANN & RAUSCHER;7240150;3401072401509;4056649223276;0.37;62.2;0.1400;20.0000;20.0000
VELPEAU NYL ;Bande extensible 4mx7cm sous cello;LOHMANN & RAUSCHER;7240167;3401072401677;4056649223283;0.46;58.7;0.1900;20.0000;20.0000
VELPEAU NYL ;Bande extensible 4mx10cm sous cello;LOHMANN & RAUSCHER;7240173;3401072401738;4056649223290;0.57;59.6;0.2300;20.0000;20.0000
VELPEAU NYL ;Bande extensible 4mx15cm sous cello;LOHMANN & RAUSCHER;7240196;3401072401967;4056649223306;0.82;58.5;0.3400;20.0000;20.0000
VELPEAU NYL ;Bande extensible 4mx5cm sous boite;LOHMANN & RAUSCHER;6192360;3401061923609;4056649519409;0.48;35;0.3100;20.0000;20.0000
VELPEAU NYL ;Bande extensible 4mx7cm sous boite;LOHMANN & RAUSCHER;6192377;3401061923777;4056649519423;0.65;35;0.4200;20.0000;20.0000
MOLLELAST HAFT ;Bande de fixation cohésive 4mx4cm;LOHMANN & RAUSCHER;7293407;3401072934076;4056649398912;1.58;35;1.0300;10.0000;10.0000
MOLLELAST HAFT ;Bande de fixation cohésive 4mx6cm;LOHMANN & RAUSCHER;7293413;3401072934137;4056649398516;1.8;35;1.1700;10.0000;10.0000
MOLLELAST HAFT ;Bande de fixation cohésive 4mx8cm;LOHMANN & RAUSCHER;7293436;3401072934366;4056649398530;2.06;35;1.3400;10.0000;10.0000
MOLLELAST HAFT ;Bande de fixation cohésive 4mx10cm;LOHMANN & RAUSCHER;7293442;3401072934427;4056649398554;2.37;35;1.5400;10.0000;10.0000
MOLLELAST HAFT ;Bande de fixation cohésive 4mx12cm;LOHMANN & RAUSCHER;7293459;3401072934595;4056649398578;2.97;35;1.9300;10.0000;10.0000
TG FIX ;Filet tubulaire 4m Taille A - doigts;LOHMANN & RAUSCHER;7579291;3401075792918;4056649398653;2.08;35;1.3500;0.0000;0.0000
TG FIX ;Filet tubulaire 4m Taille B - doigts mains pieds;LOHMANN & RAUSCHER;7579316;3401075793168;4056649398677;2.53;35;1.6400;0.0000;0.0000
TG FIX ;Filet tubulaire 4m Taille C - bras jambes tête;LOHMANN & RAUSCHER;7579322;3401075793229;4056649398691;2.95;35;1.9200;0.0000;0.0000
TG FIX ;Filet tubulaire 4m Taille D - tête tronc;LOHMANN & RAUSCHER;7579339;3401075793397;4056649398738;3.72;35;2.4200;0.0000;0.0000
TG FIX ;Filet tubulaire 4m Taille E - tronc hanche épaule;LOHMANN & RAUSCHER;7579345;3401075793458;4056649398714;4.84;35;3.1500;0.0000;0.0000
GAZIN;5x5cm  Bte/10 compresse de gaze S/1 17 fils 16 plis;LOHMANN & RAUSCHER;6211465;3401062114655;4056649519287;1.51;68;0.4800;40.0000;40.0000
GAZIN;5x5cm Bte/100 compresse de gaze S/2 17 fils 16 plis;LOHMANN & RAUSCHER;6591278;3401065912784;4056649519348;13.63;68;4.3600;4.0000;4.0000
GAZIN;7,5x7,5cm  Bte/10 compresse de gaze S/2 17 fils 8 plis;LOHMANN & RAUSCHER;7639283;3401076392834;4056649519881;0.78;32.1;0.5300;40.0000;40.0000
GAZIN;7,5x7,5cm Bte/25 compresse de gaze S/3 17 fils 8 plis;LOHMANN & RAUSCHER;7639308;3401076393084;4056649519904;1.56;19.9;1.2500;16.0000;16.0000
GAZIN;7,5x7,5cm Bte/50 compresse de gaze S/4 17 fils 8 plis;LOHMANN & RAUSCHER;7639314;3401076393145;4021447154695;2.66;17.3;2.2000;8.0000;8.0000
GAZIN;10x10cm Bte/10 compresse de gaze S/5 17 fils 8 plis;LOHMANN & RAUSCHER;7639343;3401076393435;4056649519928;1.05;26.7;0.7700;40.0000;40.0000
GAZIN;10x10cm Bte/25 compresse de gaze S/6 17 fils 8 plis;LOHMANN & RAUSCHER;7639366;3401076393664;4056649519942;2.11;17.1;1.7500;16.0000;16.0000
GAZIN;10x10cm Bte/50 compresse de gaze S/7 17 fils 8 plis;LOHMANN & RAUSCHER;7639372;3401076393725;4021447155043;3.58;23.2;2.7500;8.0000;8.0000
VLIWASOFT ;7,5x7,5cm boite de 10 Compresse en non-tissé stérile 30g S/2;LOHMANN & RAUSCHER;7598265;3401075982654;4056649511830;0.76;40.8;0.4500;40.0000;40.0000
