CIP13;LIBELLE;PRIX NET HT;GAMME
3400936246980;DOLIPRANE 1000MG BUV SACH 8;0,88;INTEGRAL TOP 500
3400930264546;COUMADINE 2MG CPR BT20;1,23;INTEGRAL TOP 500
3400930258668;WEGOVY 2,4MG FLEX INJ STYLO SC 1;174,42;INTEGRAL TOP 500
3400941686245;SPASFON LYOC 160MG LYOT ORAL 5;1,12;INTEGRAL TOP 500
3400930258644;WEGOVY 1MG FLEX INJ STYLO SC 1;131,19;INTEGRAL TOP 500
3400935137340;PRIORIX INJ FL+SRG 1 +2AIG;11,38;INTEGRAL TOP 500
3400933913083;ESTREVA GEL FL-DOS 50G;4,46;INTEGRAL TOP 500
3400937477680;DEXAFREE 1MG/ML COLLY DOS 30;3,69;INTEGRAL TOP 500
3400932790661;OTIPAX SOL INSTIL AUR FV16G+CG;1,52;INTEGRAL TOP 500
3400930216453;TRULICITY 3MG INJ STY0,5ML 4;71,39;INTEGRAL TOP 500
3400930292945;MOUNJARO 10MG INJ STYLO KWIKPEN 1;301,08;INTEGRAL TOP 500
3400931358589;PYOSTACINE 500MG CPR BT16;15,92;INTEGRAL TOP 500
3400932645503;TOCO 500MG CAPS MOL BT30;2,25;INTEGRAL TOP 500
3400930234976;UVEDOSE 50000UI CAPS MOL BT2;1,78;INTEGRAL TOP 500
3400934999451;DOLIPRANE 300MG PDR SACH 12;1,12;INTEGRAL TOP 500
3400931052838;THERALENE 5MG CPR PELLIC BT50;1,49;INTEGRAL TOP 500
3400931187943;FEROGRAD VIT C 500 CPR BT30;1,92;INTEGRAL TOP 500
3400930065570;LEVOTHYROX 25MCG CPR BT90 EXC;1,26;INTEGRAL TOP 500
3400932285778;STRESAM GELU BT60;6,71;INTEGRAL TOP 500
3401040669122;HYLO CONFORT COLLY HYD F10ML T;7,02;INTEGRAL TOP 500
3400930084564;ATURGYL 0,05% NAS FL15ML;1,13;INTEGRAL TOP 500
3400922179049;OPTILOVA 20MCG/100MCG CPR 28X3;3,23;INTEGRAL TOP 500
3400930204887;KLIPAL 600MG/50MG CPR BT12;1,38;INTEGRAL TOP 500
3400930216484;TRULICITY 4,5MG INJ STY0,5ML 4;71,39;INTEGRAL TOP 500
3400935706140;TIMOFEROL GELU BT30;1,42;INTEGRAL TOP 500
3400930260241;WEGOVY 1,7MG FLEX INJ STYLO SC 1;151,25;INTEGRAL TOP 500
3400935294227;DOLIPRANE 1000MG CPR EFFV TB8;0,88;INTEGRAL TOP 500
3400931898191;ASPEGIC AD. 1000MG BUV SACH 20;2,23;INTEGRAL TOP 500
3400931927679;STAGID 700MG CPR BT100;4,92;INTEGRAL TOP 500
3400933484132;PREVISCAN 20MG CPR BT30;1,76;INTEGRAL TOP 500
3400934223976;XYLOCAINE 10MG/ML S/C FL20ML 1;1,25;INTEGRAL TOP 500
3400927350078;HEXYON INJ SRG0,5ML 1 + 1AIG;28,92;INTEGRAL TOP 500
3400934809408;DOLIPRANE 150MG SUP BT10;1,03;INTEGRAL TOP 500
3400932308293;DIPROSONE 0,05% POM TB30G;2,41;INTEGRAL TOP 500
3400934464171;PAROEX 0,12% BAIN BCHE F300ML;2,02;INTEGRAL TOP 500
3400936441460;PLAQUENIL 200MG CPR PEL BT30;2,90;INTEGRAL TOP 500
3400931533429;POLYDEXA SOL AURIC FL10,5ML;1,48;INTEGRAL TOP 500
3400926692100;MELAXOSE PATE ORAL POT P150G+C;3,42;INTEGRAL TOP 500
3400934125942;GYDRELLE 0,1% CR VAG TB30G;2,70;INTEGRAL TOP 500
3400930016671;TOUJEO 300U SOLOSTAR STY1,5ML3;31,05;INTEGRAL TOP 500
3401554372105;SYSTANE BAL GTT OCUL LUB10ML T;8,52;INTEGRAL TOP 500
3400931053088;THERALENE 4% BUV GTT FL30ML;1,62;INTEGRAL TOP 500
3400931405009;LEPTICUR 10MG CPR BT30;3,52;INTEGRAL TOP 500
3400927886768;XIGDUO 5MG/1000MG CPR BT60;32,37;INTEGRAL TOP 500
3400934195389;INDOCOLLYRE 0,1% COLLY FL5ML;2,59;INTEGRAL TOP 500
3400930195291;BAQSIMI 3MG PDR NAS UNIDOS  1;52,41;INTEGRAL TOP 500
3400934035890;ARTELAC 1,6MG/0,5ML CY DOS 60;4,81;INTEGRAL TOP 500
3400926784102;ELIQUIS 5MG CPR BT60;52,41;INTEGRAL TOP 500
3400930234983;UVEDOSE 50000UI CAPS MOL BT4;3,44;INTEGRAL TOP 500
3400930262313;VITABACT 0,05% CY FL GTT10ML 1;3,91;INTEGRAL TOP 500
3400930053287;ANTIBIO-SYNALAR AURIC SOL 10ML;1,63;INTEGRAL TOP 500
3400934912405;MONAZOL 2% CR TB15G;2,24;INTEGRAL TOP 500
3400930121429;LEVOTHYROX 100MCG CPR BT90 EXC;4,54;INTEGRAL TOP 500
3400933384616;FLECTOR 1% GEL TB60G - NSFP;1,69;INTEGRAL TOP 500
3400930157930;LEVOTHYROX 88MCG CPR BT30;1,41;INTEGRAL TOP 500
3400932192946;DUPHASTON 10MG CPR BT10;2,31;INTEGRAL TOP 500
3400932320189;DOLIPRANE 500MG CPR BT16;0,88;INTEGRAL TOP 500
3400930037911;ENTRESTO 49MG/51MG CPR BT56;98,15;INTEGRAL TOP 500
3400934423079;ADRIGYL 10000UI/ML GTT FL10ML;1,32;INTEGRAL TOP 500
3400931623298;COLPOTROPHINE CAPS VAG BT20;3,67;INTEGRAL TOP 500
3400930037904;ENTRESTO 24MG/26MG CPR BT28;49,06;INTEGRAL TOP 500
4028694001499;HYLOVIS MULTI GTT FL15ML 1;8,49;INTEGRAL TOP 500
3400926857981;TRESIBA 200U/ML INJ STYL.3ML 3;49,81;INTEGRAL TOP 500
3400930247853;PREVENAR 20 INJ SRG0,5ML+AIG 1;50,28;INTEGRAL TOP 500
3400936773875;BOOSTRIXTETRA INJ SRG0,5ML+A 1;19,15;INTEGRAL TOP 500
3400937722988;LANTUS 100U/ML INJ SOLO3ML 5;32,28;INTEGRAL TOP 500
3400934507786;DOLIPRANE 500MG GELU BT16;0,88;INTEGRAL TOP 500
3400930158494;COSTEC 20+5MG/ML COLLY FL10ML1;12,13;INTEGRAL TOP 500
3400932955107;LOXEN LP 50MG GELU BT60;9,98;INTEGRAL TOP 500
3400934809866;DOLIPRANE 200MG SUP BT10;1,03;INTEGRAL TOP 500
3400930037928;ENTRESTO 97MG/103MG CPR BT56;98,15;INTEGRAL TOP 500
3400930311165;COLCHICINE MYS 1MG CPR BT30;3,06;INTEGRAL TOP 500
3664478000015;HYLO LIPID COLLYRE FL3ML1;7,62;INTEGRAL TOP 500
3400930573020;LAROXYL 25MG CPR BT60;2,89;INTEGRAL TOP 500
3400930066188;LEVOTHYROX 150MCG CPR BT30 EXC;2,32;INTEGRAL TOP 500
3400932070268;FLAMMAZINE CR TB50G;2,83;INTEGRAL TOP 500
3400930158043;LEVOTHYROX 112MCG CPR BT30;1,77;INTEGRAL TOP 500
3400936416628;SEPTIVON 1,5% CUTA FL250ML;1,72;INTEGRAL TOP 500
3400937689021;LACRIFLUID 0,13% CY UNIDOS 60;4,81;INTEGRAL TOP 500
3400930396988;FERROSTRANE ENF/AD SIR F125ML1;2,01;INTEGRAL TOP 500
3400930271216;DIPROSALIC LOT FL30ML;2,25;INTEGRAL TOP 500
3400930252512;NEFOPAM PANP 30MG CPR PEL BT30;8,84;INTEGRAL TOP 500
3400931136446;VIT B12 GERDA 250MCG CPR FL24;5,50;INTEGRAL TOP 500
3400927619960;RELVAR ELLIPTA 92/22MCG 30DOSX1;25,05;INTEGRAL TOP 500
3400930108611;BETADINE SCRUB SOL FP125ML;1,33;INTEGRAL TOP 500
3400934809118;DOLIPRANE 100MG SUP BT10;1,03;INTEGRAL TOP 500
3400930145951;LEVOFREE 0,05% COLLY FL5ML 1;4,64;INTEGRAL TOP 500
3400932046546;CYTEAL SOL MOUSS FP250ML;2,21;INTEGRAL TOP 500
3400930240595;RYALTRIS 25MCG/600MCG/DOS F30ML1;8,99;INTEGRAL TOP 500
3400933397562;KEAL 1G SUSP BUV SACH5ML 30;7,89;INTEGRAL TOP 500
3400930271209;DIPROSONE 0,05% LOT FL30ML;2,41;INTEGRAL TOP 500
3400949250318;ZALERG 0,25MG/ML COLLY FL5ML;4,25;INTEGRAL TOP 500
3400930258637;WEGOVY 0,5MG FLEX INJ STYLO SC 1;131,19;INTEGRAL TOP 500
3400941945670;ELIQUIS 2,5MG CPR BT60;52,41;INTEGRAL TOP 500
3400930079782;VAXELIS INJ SRG0,5ML 1 +1AIG;28,35;INTEGRAL TOP 500
3400931499787;BETADINE 10% SOL LOC FL125ML;1,48;INTEGRAL TOP 500
3400930024119;SOOLANTRA 10MG/G CR TB30G 1;25,82;INTEGRAL TOP 500
3400926752682;OPTIDRIL 30MCG/150MCG CPR 28X3;3,23;INTEGRAL TOP 500
3400930652534;MAXIDROL COLLY FL3ML;1,48;INTEGRAL TOP 500
3400935887559;SERESTA 10MG CPR BT30;0,96;INTEGRAL TOP 500
3400930313244;ASARED 75MG CPR BT30;1,36;INTEGRAL TOP 500
3400930040072;ABASAGLAR 100U STY(1-80U) 3ML5;29,98;INTEGRAL TOP 500
3400935166906;ENGERIX B 20MCG SRG.BACK.1ML 1;13,94;INTEGRAL TOP 500
3400932637119;RHINOFLUIMUCIL NAS FL NEB 10ML;4,66;INTEGRAL TOP 500
3400930322154;OZEMPIC 0,5MG INJ STYLO3ML 1;68,23;INTEGRAL TOP 500
3400932487813;HAVLANE CPR BT20;2,00;INTEGRAL TOP 500
3400934429972;TOBRADEX COLLY FL5ML;1,90;INTEGRAL TOP 500
3400933018023;DEPAKINE CHRONO 500MG CPR TB30;5,96;INTEGRAL TOP 500
3400932748501;AMYCOR 1% CR LOC TB15G;2,71;INTEGRAL TOP 500
3400936497931;VOGALENE 5MG SUP SECAB BT10;1,12;INTEGRAL TOP 500
3400930632192;LUMIRELAX 500MG CPR BT20;7,42;INTEGRAL TOP 500
3400937071024;RINOCLENIL 100MCG NAS PULV120D.;4,70;INTEGRAL TOP 500
3614790001054;NEREYA COLLY 0,24% FL10ML;6,21;INTEGRAL TOP 500
3400932855520;EXACYL 500MG CPR PELLIC BT20;2,34;INTEGRAL TOP 500
3400932781737;LOXEN 20MG CPR BT30;3,21;INTEGRAL TOP 500
3400936366848;MONOSEPT COLLY DOS 30;2,46;INTEGRAL TOP 500
3400932399482;SURGAM 200MG CPR BT15;1,69;INTEGRAL TOP 500
3400934810176;DOLIPRANE 300MG SUP BT10;1,03;INTEGRAL TOP 500
3662042003615;BLEPHACLEAN COMP STER PAUP 20;8,93;INTEGRAL TOP 500
3400932223794;NERISONE CR TB30G;1,93;INTEGRAL TOP 500
3400934136139;XOLAAM CPR CROQ BT40;1,50;INTEGRAL TOP 500
3400936918498;DIASEPTYL 0,5% SOL PULV 125ML;2,35;INTEGRAL TOP 500
3400927956478;DULCILARMES 1,5% COLLY DOS 60;4,81;INTEGRAL TOP 500
3400930121443;LEVOTHYROX 125MCG CPR BT90 EXC;5,64;INTEGRAL TOP 500
3400933316778;DAFALGAN CODEINE CPR EFFV TB16;1,38;INTEGRAL TOP 500
3400930514177;HYDROCORTISONE RSL 10MG CPR 25;1,61;INTEGRAL TOP 500
3400930270295;SULFARLEM S 25MG CPR BT90;3,72;INTEGRAL TOP 500
3400933728489;PREXIDINE 0,12% BAIN BCHE200ML;1,82;INTEGRAL TOP 500
3400932350865;KAYEXALATE PDR BT454G;18,91;INTEGRAL TOP 500
3400937415187;CARDIOCALM CPR BT80;6,09;INTEGRAL TOP 500
3400930014066;RESITUNE 100MG CPR FL90;3,84;INTEGRAL TOP 500
3400930151099;OZEMPIC 0,5MG INJ STYLO1,5ML 1 - RP 3032215;68,23;INTEGRAL TOP 500
3400930157954;LEVOTHYROX 88MCG CPR BT90;4,00;INTEGRAL TOP 500
3400932964499;FURADANTINE 50MG GELU BT21;2,55;INTEGRAL TOP 500
3400934064357;SPAGULAX MUCILAGE PUR GLE S.20;5,63;INTEGRAL TOP 500
3400935656070;AERIUS 5MG CPR BT30;2,95;INTEGRAL TOP 500
3400933727369;TERALITHE LP 400MG CPR BT60;9,54;INTEGRAL TOP 500
3400930305270;DIAMOX 250MG CPR SECAB BT24;3,18;INTEGRAL TOP 500
3400934424021;TRANSIPEG 5,9G BUV SACH 20;2,30;INTEGRAL TOP 500
3400930119792;L-THYROXIN HNG 75MCG CPR BT100;3,82;INTEGRAL TOP 500
3400930512685;HYDREA 500MG GELU BT20;3,12;INTEGRAL TOP 500
3400930013953;RESITUNE 75MG CPR FL30;1,36;INTEGRAL TOP 500
3400936874633;TETRAVAC-ACELLULAIRE SRG 1 S/S AIG+1 AIG SEP;11,48;INTEGRAL TOP 500
3400930095645;SOFTACORT 3,35MG/ML CY DOS 30;11,85;INTEGRAL TOP 500
3400938322446;AVAMYS 27,5MCG/PULV NAS 120DOS1;4,59;INTEGRAL TOP 500
3400931714811;VOGALENE 0,1% BUV FL150ML;2,10;INTEGRAL TOP 500
3400930959695;SERESTA 50MG CPR SECAB BT20;1,53;INTEGRAL TOP 500
3400934326165;MYDRIATICUM 2MG/0,4ML CY DOS 1;0,94;INTEGRAL TOP 500
3400935746931;TEMESTA 1MG CPR BT30;0,76;INTEGRAL TOP 500
3401076312351;IALUSET CR TRAIT ULCERE 100G T;5,87;INTEGRAL TOP 500
3400933145262;DAKIN CPF STABILISE LOC 250ML;2,22;INTEGRAL TOP 500
3400934903878;CARBOSYMAG GELU+GELU BT48;4,10;INTEGRAL TOP 500
3400932473335;BETNEVAL 0,1% CR TB30G;1,75;INTEGRAL TOP 500
3400933054212;BISEPTINE SOL LOC FP250ML;1,62;INTEGRAL TOP 500
3400930573259;LAROXYL 40MG/ML BUV FL20ML;2,67;INTEGRAL TOP 500
3400930151075;OZEMPIC 0,25MG INJ STYLO1,5ML1;68,23;INTEGRAL TOP 500
3400939020228;ROTARIX BUV TB1,5ML 1;52,00;INTEGRAL TOP 500
3400938510980;HUMALOG 100UI/ML KWIKPEN 3ML 5;24,96;INTEGRAL TOP 500
3400930003732;TRULICITY 0,75MG INJ STY0,5ML4;71,39;INTEGRAL TOP 500
3400933753672;GAVISCON BB BUV SUSP FL150ML;2,09;INTEGRAL TOP 500
3400932070619;DEPAMIDE 300MG CPR BT30;3,58;INTEGRAL TOP 500
3400932825653;CUTACNYL 5% GEL LOC TB40G;1,75;INTEGRAL TOP 500
3400933830885;CALCIDOSE D3 500MG/400U SACH60;4,62;INTEGRAL TOP 500
3400931994107;COLPOTROPHINE 1% CR TB30G;3,71;INTEGRAL TOP 500
3400922439716;CILOXADEX 3MG/1MG/ML AURIC 5ML;2,35;INTEGRAL TOP 500
3400930515587;HYDROCORTANCYL 2,5% INJ FL5ML;7,23;INTEGRAL TOP 500
3400932285020;GAVISCON BUV SUSP FV250ML;2,72;INTEGRAL TOP 500
3400936009011;CARTEOL LP 2% COLLY UNIDOS 30;5,62;INTEGRAL TOP 500
3400928025777;TARDYFERON 50MG CPR BT30;1,37;INTEGRAL TOP 500
3400933775155;HAVRIX 1440 AD. INJ SRG1ML 1;18,89;INTEGRAL TOP 500
3400935211422;TIORFAN 30MG ENF PDR SACH 30;5,39;INTEGRAL TOP 500
3400930119808;L-THYROXIN HNG 100MCG CPR BT100;5,04;INTEGRAL TOP 500
3400933590499;GLUCAGEN KIT 1MG INJ FL+SRG 1;16,29;INTEGRAL TOP 500
3400930288849;DELIPROCT SUP BT6;6,61;INTEGRAL TOP 500
3400932054411;VOGALENE 15MG GELU BT20;3,17;INTEGRAL TOP 500
3400930573198;LAROXYL 50MG CPR BT20;2,22;INTEGRAL TOP 500
3400930083161;FIASP FLEXTOUCH 100U/ML STYLO5;27,66;INTEGRAL TOP 500
3400933277826;KALEORID LP 1000MG CPR BT30;1,69;INTEGRAL TOP 500
3401321104311;BD A MICROF ULTRA PRO 4MM STYL100 T - RP 03830;8,58;INTEGRAL TOP 500
3400935527400;NOVORAPID FLEXPEN STYLO3ML 5;19,60;INTEGRAL TOP 500
3400931395430;DELIPROCT POM RECT TB30G;14,58;INTEGRAL TOP 500
3400931376330;TERALITHE 250MG CPR BT100;10,85;INTEGRAL TOP 500
3760054331020;HYLOVIS LIPO EMUL OCUL 15ML T;8,49;INTEGRAL TOP 500
3400933489045;HEMIGOXINE NAT 0,125MG CPR 30;1,60;INTEGRAL TOP 500
3400939094908;QLAIRA CPR BT28 X3;27,99;INTEGRAL TOP 500
3400936366619;OKIMUS CPR BT40;5,23;INTEGRAL TOP 500
3400933531539;ASPIRINE UPSA 1000MG C.EFFV 20;2,02;INTEGRAL TOP 500
3400938200348;TIORFANOR 175MG CPR BT12;3,96;INTEGRAL TOP 500
3400932984312;TEGRETOL LP 400MG CPR BT30;3,05;INTEGRAL TOP 500
3400931824091;MINIDRIL CPR 21 X3;3,23;INTEGRAL TOP 500
3400932936984;NATISPRAY 0,15MG BUC FL200DOS;3,02;INTEGRAL TOP 500
3400933148744;TEGRETOL LP 200MG CPR BT30;1,66;INTEGRAL TOP 500
3400933563585;NAABAK 4,9% COLLY FL10ML;4,71;INTEGRAL TOP 500
3400936498990;NICOPASS 1,5MG S/S MENT PAST96;7,23;INTEGRAL TOP 500
3400936758797;PENTASA 2G GLE SACH 60;58,75;INTEGRAL TOP 500
8032668873001;HYDRAMED NIGHT SENS POM OPHT5G FR;3,91;INTEGRAL TOP 500
3400930066249;LEVOTHYROX 175MCG CPR BT30 EXC;2,68;INTEGRAL TOP 500
3400937701358;TRANXENE 10MG GELU BT30;1,93;INTEGRAL TOP 500
3400935259097;NOVORAPID 100U/ML INJ FL10ML 1;11,32;INTEGRAL TOP 500
3400930158074;LEVOTHYROX 112MCG CPR BT90;5,07;INTEGRAL TOP 500
3400933383084;LOMEXIN 2% CR TB15G;1,59;INTEGRAL TOP 500
4028694001437;HYLOVIS MULTI GEL OCUL 15ML 1;8,49;INTEGRAL TOP 500
3400932189465;LOCOID 0,1% LOT FL30ML;2,17;INTEGRAL TOP 500
3400934125652;DECAPEPTYL LP11,25MG F+A 1+NEC;234,51;INTEGRAL TOP 500
3400936909915;VIT B1-B6 BAYER CPR BT40;13,51;INTEGRAL TOP 500
3400930206423;CLOBETASOL SSP 500MCG SHA 125ML;8,32;INTEGRAL TOP 500
3400936440920;CACIT VIT D3 500 CPR TB60;4,62;INTEGRAL TOP 500
3400937068291;GELTIM LP 1MG/G GEL OPHT DOS30;5,62;INTEGRAL TOP 500
3400930250426;QUVIVIQ 50MG CPR BT30;50,56;INTEGRAL TOP 500
3400927620102;RELVAR ELLIPTA 184/22MCG30DOSX1;25,05;INTEGRAL TOP 500
3400930014035;RESITUNE 100MG CPR FL30;1,36;INTEGRAL TOP 500
3400932008056;SINEMET 100MG/10MG CPR BT100;5,30;INTEGRAL TOP 500
3400930292976;MOUNJARO 15MG INJ STYLO KWIKPEN 1;389,08;INTEGRAL TOP 500
3400933783488;LOMEXIN 600MG CAPS VAG BT1;2,84;INTEGRAL TOP 500
3400930192252;AURICULARUM AURIC FL+AMP 1;4,58;INTEGRAL TOP 500
3400935279897;DYNEXAN 2% PATE GGVL TB10G;3,02;INTEGRAL TOP 500
3400936789784;EFFIZINC 15MG GELU BT60;5,88;INTEGRAL TOP 500
3400930119778;L-THYROXIN HNG 50MCG CPR BT100;2,55;INTEGRAL TOP 500
3400930018064;SYNJARDY 5MG/1000MG CPR BT60DU;32,39;INTEGRAL TOP 500
3401042329192;OPTIVE GTT LUBR FL10ML T;5,61;INTEGRAL TOP 500
3400933521134;LACRIGEL GEL OPHT TB10G;2,52;INTEGRAL TOP 500
3400935931016;LIPOSIC GEL OPHT TB10G 1;1,96;INTEGRAL TOP 500
3400934936708;SOLUPRED 5MG CPR ORODISP BT30;1,96;INTEGRAL TOP 500
3400933696511;LARMES ARTIF. MARTINET CY 10ML;1,05;INTEGRAL TOP 500
3400930090718;BOP CPR FL60;4,07;INTEGRAL TOP 500
3400931747239;PARKINANE LP 5MG GELU BT20;1,18;INTEGRAL TOP 500
3400932454006;ARTISIAL SOL ENDOBUC PULV100ML;3,10;INTEGRAL TOP 500
3400933670375;FLIXOTIDE 50MCG BUC FL120DOS 1;5,14;INTEGRAL TOP 500
3400949483518;POLYGYNAX CAPS VAG BT6;2,19;INTEGRAL TOP 500
3400930013984;RESITUNE 75MG CPR FL90;3,84;INTEGRAL TOP 500
3400926783501;EYLEA 40MG/ML INJ SRG 1;291,17;INTEGRAL TOP 500
3400935650627;GEL-LARMES GEL OPHT UNIDOS 30;2,87;INTEGRAL TOP 500
3400931226895;ASPEGIC 500MG BUV SACH 20;1,25;INTEGRAL TOP 500
3400937701297;TRANXENE 5MG GELU BT30;1,21;INTEGRAL TOP 500
3400932420285;FLUCON COLLY FL3ML;1,13;INTEGRAL TOP 500
3400931723806;URBANYL 5MG GELU BT30;0,91;INTEGRAL TOP 500
3401040669931;VITA NUIT POM OPHT 5G;4,22;INTEGRAL TOP 500
