CIP7;CIP13;EAN13;Laboratoire;Gamme;Libellé;TVA;Prix A HT;Remise1;Colisage;QteMin
;;3662361003419;SVR;Sebiaclear;SVR SEBIACLEAR Gel mouss ss sav Rech/400ml;0.2;11.5;0.18;6;1
;;3662361003594;SVR;Sebiaclear;*SVR SEBIACLEAR HYDRA Cr soin apaisant T/40ml;0.2;13.3;0.25;1;6
;;3662361003853;SVR;Sebiaclear;SVR SEBIACLEAR Spray corps Fl/150ml;0.2;16;0.18;1;1
;;3662361004676;SVR;Sebiaclear;SVR SEBIACLEAR CICAPEEL FLASH Gel T/15ml;0.2;13.9;0.18;1;1
;;3662361005482;SVR;Sebiaclear;SVR SEBIACLEAR PURE Gél Pot/30;0.055;30;0.18;1;1
;;3662361001033;SVR;Sensifine;SVR SENSIFINE Bme démaquillant T/100g;0.2;14;0.18;1;1
;;3662361001842;SVR;Sensifine;SVR SENSIFINE HYDRA Cr hydratant apais T/40ml;0.2;13.5;0.18;1;1
;;3662361002542;SVR;Sensifine;SVR SENSIFINE AR SPF50+ Cr T/40ml;0.2;17.5;0.18;1;1
;;3662361005864;SVR;Sensifine;SVR SENSIFINE HYDRA-CREME Cr Fl pompe airless/40ml;0.2;13.5;0.18;1;1
;3401360167872;;SVR;Sensifine;SVR SENSIFINE AR Cr T/40ml;0.2;16.5;0.18;1;1
;;3662361000098;SVR;Spirial;SVR SPIRIAL DEO-DOUCHE Gel lav déod T/200ml;0.2;10.5;0.18;35;1
;;3662361003860;SVR;Spirial;SVR SPIRIAL Déodorant végétal Roll-on/50ml;0.2;10.8;0.18;1;1
;3401360256323;;SVR;Spirial;SVR SPIRIAL EXTREME Détr intens Roll-on/20ml;0.2;11;0.18;1;1
;3401381328825;;SVR;Spirial;SVR SPIRIAL Cr soin anti-transpirant T/50ml;0.2;10.9;0.18;1;1
;;3662361001699;SVR;Sun Secure;SVR SUN SECURE SPF50+ Brume Aéros/200ml;0.2;22.5;0.18;6;1
;;3662361001705;SVR;Sun Secure;SVR SUN SECURE SPF50+ Cr T/50ml;0.2;17.5;0.18;1;1
;;3662361001729;SVR;Sun Secure;SVR SUN SECURE SPF50+ Fluide T/50ml;0.2;17.5;0.18;1;1
;;3662361001743;SVR;Sun Secure;SVR SUN SECURE SPF50+ Lait T/250ml;0.2;31.5;0.18;1;1
;;3662361001996;SVR;Sun Secure;SVR SUN SECURE SPF50+ Lait T/100ml;0.2;20;0.18;1;1
;;3662361002566;SVR;Sun Secure;SVR SUN SECURE SPF50 Spray pocket Fl/20ml;0.2;16;0.18;1;1
;;3662361002580;SVR;Sun Secure;SVR SUN SECURE Lait après-soleil T/200ml;0.2;18;0.18;1;1
;;3662361002597;SVR;Sun Secure;SVR SUN SECURE BLUR SPF50+ Cr T/50ml;0.2;20;0.18;1;1
;;3662361002603;SVR;Sun Secure;SVR SUN SECURE EXTREME SPF50+ Cr T/50ml;0.2;20;0.18;1;1
;;3662361003181;SVR;Sun Secure;SVR SUN SECURE SPF30 Eau solaire Spray/200ml;0.2;22.5;0.18;1;1
;;3662361005734;SVR;Sun Secure;SVR SUN SECURE Goutte teintée Fl pompe/15ml;0.2;19.5;0.18;1;1
;;3662361005758;SVR;Sun Secure;SVR SUN SECURE EAU SOLAIRE GLOW SPF 50 100 ML;0.2;21.5;0.18;1;1
;;3662361005772;SVR;Sun Secure;SVR SUN SECURE AQUA FLUIDE SPF 50 50ML;0.2;21.5;0.18;1;1
;;3662361001866;SVR;Topialyse;SVR TOPIALYSE Gel lav nettoy dx Fl ppe/1l;0.2;12.6;0.18;6;1
;;3662361001910;SVR;Topialyse;SVR TOPIALYSE Bme protect T/200ml;0.2;18.3;0.18;24;1
;;3662361001927;SVR;Topialyse;*SVR TOPIALYSE Bme protect Fl pompe/400ml;0.2;26.5;0.25;20;6
;;3662361002009;SVR;Topialyse;SVR TOPIALYSE Gel lav nettoy dx Eco rech/1l;0.2;11.1;0.18;6;1
;;3662361002016;SVR;Topialyse;SVR TOPIALYSE Hle lav micellaire Eco rech/1l;0.2;20.6;0.18;6;1
;;3662361002108;SVR;Topialyse;SVR TOPIALYSE Hle lav micellaire Fl/400ml;0.2;16;0.18;24;1
;;3662361002115;SVR;Topialyse;SVR TOPIALYSE Hle lav micellaire Fl ppe/1l;0.2;22;0.18;6;1
;;3662361002443;SVR;Topialyse;SVR TOPIALYSE Cr nourr apais 48H Fl ppe/400ml;0.2;21.5;0.18;20;1
;3401060256340;;SVR;Topialyse;SVR PALPEBRAL Cr apais paup ir 15ml;0.2;15.8;0.18;1;1
;3401360215849;;SVR;Topialyse;SVR TOPIALYSE Bme lav Fl ppe/400ml;0.2;15.5;0.18;20;1
;;3662361002412;SVR;Xerial;SVR XERIAL 10 Lait corps anti-squames T/200ml;0.2;14.1;0.18;30;1
;;3662361002429;SVR;Xerial;*SVR XERIAL 10 Lait corp anti-squames 400ml;0.2;20.6;0.25;20;6
;;3662361002696;SVR;Xerial;*SVR XERIAL 30 Gel crème anti-rugosités T/75m;0.2;11.7;0.25;46;6
;;3662361003235;SVR;Xerial;SVR XERIAL Cr fissure crev main pied T/50ml;0.2;10.5;0.18;1;1
;3401360238091;;SVR;Xerial;SVR XERIAL PEEL Masque chauss exfol pieds 1P;0.2;22;0.18;1;1
8138235;3401381382353;;SVR;Xerial;SVR XERIAL 50 EXT Cr pied anti-callosité 50ml;0.2;13.1;0.18;96;1
8140717;3401381407179;;SVR;Xerial;SVR XERIAL 30 Cr pieds TS callosité T/50ml;0.2;10.2;0.18;96;1
9556609;3401395566091;;SVR;Xerial;SVR XERIAL 40 Gel filmog ongles abîmés T/10ml;0.2;14.5;0.18;0;1
;;3760139290518;SYNERGIA (GSA);D-Stress;D-STRESS SOMMEIL Cpr B/40;0.055;12.59;0.15;1;1
8175822;3401581758224;;SYNERGIA (GSA);Glutaform;GLUTAFORM Pdr sbuv pêche 20Sach;0.055;17.4;0.15;18;1
5136879;3401551368798;;SYNERGIA (GSA);Non renseigné;D-STRESS BOOSTER Pdr sbuv 20Sticks/3,75g;0.055;14.66;0.15;30;1
7641943;3401576419437;;SYNERGIA (GSA);Non renseigné;D-STRESS Cpr anti-stress B/80;0.055;13.47;0.15;40;1
4000215;;9990000010393;Sacs;Non renseigné;Sacs Kraft poign Tors. 22+10x28 Blc Cart/250;0.2;51.12;0.1;1;1
4000216;;9990000010394;Sacs;Non renseigné;Sacs Papier soufflet 12+5x24 Motif Cart/1000;0.2;12.8;0;1;1
4000217;;9990000000010;Sacs;Non renseigné;Sacs Papier soufflet 16+6x28 Dessin Cart/1000;0.2;16.42;0;1;1
4000218;;9990000010392;Sacs;Non renseigné;Sacs Papier soufflet 20+5x34 Motif Cart/1000;0.2;20.9;0;1;1
4000220;;9990000010293;Sacs;Non renseigné;Sacs Kraft poign Plat. 22+10x28 Mar Cart/250;0.2;24.53;0;1;1
4002300;;9990000010523;Sacs;Non renseigné;Sacs Kraft caba 24+14x29 Blc Cart/250;0.2;32.07;0;1;1
3766530;3400937665308;;Sandoz;Ibuprofene;IBUPROF SDZ CO 200mg Cpr enr Plq/20;0.1;2.62;0.5;130;1
3832706;3400938327069;;Sandoz;Ibuprofene;IBUPROF SDZ CO 400mg Cpr pell Plq/15;0.1;3.33;0.5;240;1
;3400930013588;;Sandoz;Non renseigné;AMOROL SDZ CO 5% V ong médic Fl/2,5ml+30 spat;0.1;26.66;0.5;1;1
;3400930055007;;Sandoz;Non renseigné;FINASTERIDE SANDOZ 1 mg Cpr pell Plq PVC/Alu/84;0.1;77.41;0.5;1;1
2242138;3400922421384;;Sandoz;Non renseigné;OMEPRAZ SDZ CONS 20mg Gél gast Plq/7;0.1;9.44;0.5;0;1
2242144;3400922421445;;Sandoz;Non renseigné;OMEPRAZ SDZ CONS 20mg Gél gast Plq/14;0.1;15.01;0.5;0;1
2668972;3400926689728;;Sandoz;Non renseigné;DOXYLAM SDZ CO 15mg Cpr pesé T/10;0.1;3.35;0.5;160;1
2762205;3400927622052;;Sandoz;Non renseigné;LORATADINE SANDOZ CONSEIL 10 mg Cpr Plq/7;0.1;4.19;0.5;240;1
3000996;3400930009963;;Sandoz;Non renseigné;OXOMEMAZ SDZ 0,33mg/ml Sbuv s suc éd Fl/150ml;0.1;4.75;0.5;30;1
3675632;3400936756328;;Sandoz;Non renseigné;MINOXIDIL SDZ CO 5% S a cut 3Fl/60ml+appl;0.1;54.24;0.5;12;1
3775368;3400937753685;;Sandoz;Non renseigné;CETIRIZ SDZ CO 10mg Cpr pesé Plq/7;0.1;3.09;0.5;400;1
3775397;3400937753975;;Sandoz;Non renseigné;ACICLOVIR SANDOZ CONSEIL 5 % Cr T/2g;0.1;3.01;0.5;240;1
3797370;3400937973700;;Sandoz;Non renseigné;LOPERAMIDE SANDOZ CONSEIL 2 mg Gél Plq/12;0.1;3.09;0.5;400;1
3814602;3400938146028;;Sandoz;Non renseigné;MINOXIDIL SDZ CO 2% S a cut 3Fl/60ml;0.1;34.46;0.5;12;1
3921597;3400939215976;;Sandoz;Non renseigné;FINASTERIDE SANDOZ 1 mg Cpr pell Plq/28;0.1;34.83;0.5;0;1
;3400930194898;;Sandoz;Sildenafil Sandoz;SILDENAFIL SDZ 100mg Cpr Plq PVC/PVDC/Alu/12;0.1;38.93;0.65;1;1
;3400930194928;;Sandoz;Sildenafil Sandoz;SILDENAFIL SDZ 50mg Cpr Plq PVC/PVDC/Alu/8;0.1;34.4;0.65;1;1
;3400930194935;;Sandoz;Sildenafil Sandoz;SILDENAFIL SDZ 50mg Cpr Plq PVC/PVDC/Alu/12;0.1;38.93;0.65;1;1
;3400930194966;3400930194966;Sandoz;Sildenafil Sandoz;SILDENAFIL SDZ 25mg Cpr Plq PVC/PVDC/Alu/8;0.1;34.4;0.65;1;1
3019490;3400930194904;;Sandoz;Sildenafil Sandoz;SILDENAFIL SANDOZ 100 mg Cpr Plq PVC/PVDC/Alu/24;0.1;53.07;0.65;1;1
3009857;3400930098578;;Sandoz;Tadalafil Sandoz;TADALAFIL SDZ 5mg Cpr pe Plq PVC/Aclar/Alu/28;0.1;43.2;0.65;96;1
3010007;3400930100073;;Sandoz;Tadalafil Sandoz;TADALAFIL SDZ 5mg Cpr pe Plq PVC/Aclar/Alu/84;0.1;129.99;0.65;1;1
3010010;3400930100103;;Sandoz;Tadalafil Sandoz;TADALAFIL SDZ 10mg Cpr pe Plq PVC/Aclar/Alu/4;0.1;24.54;0.65;1;1
3010038;3400930100387;;Sandoz;Tadalafil Sandoz;TADALAFIL SANDOZ 20 mg Cpr pell Plq PVC/Aclar/Alu/4;0.1;24.54;0.65;1;1
3010041;3400930100417;;Sandoz;Tadalafil Sandoz;TADALAFIL SANDOZ 20 mg Cpr pell Plq PVC/Aclar/Alu/8;0.1;40.39;0.65;1;1
;;3664798081107;Sanofi;Non renseigné;PHYSIOMER HYGIENE DU NEZ S nas Spray/125ml jet dynamique;0.2;7.56;0.15;1;1
;3400930074923;;Sanofi;Non renseigné;IPRAFEINE 400 mg/100 mg Cpr pell Plq/12;0.1;7.16;0.14;108;1
;3400930226162;;Sanofi;Non renseigné;MAGNE B6 48 mg/5 mg Cpr enr Plq/60;0.1;5.75;0.15;160;1
2179813;3400921798135;;Sanofi;Non renseigné;IPRAALOX 20 mg Cpr gastro-rés Plq/14;0.1;15.76;0.15;0;1
2228635;3400922286358;;Sanofi;Non renseigné;LYSOPAÏNE AMBROX 20mg Past mx gorge cit Pl/18;0.1;10.31;0.15;80;1
2789411;3400927894114;;Sanofi;Non renseigné;DOLIPRANELIQUIZ 200 mg Susp buv en sachet 12Sach;0.021;4.52;0.15;25;1
2789747;3400927897474;;Sanofi;Non renseigné;DOLIPRANELIQUIZ 300 mg Susp buv en sachet 12Sach;0.021;4.52;0.15;25;1
3098169;3400930981696;;Sanofi;Non renseigné;SORBITOL DELAL 5g Pdr sbuv sach-dos 20Sach/5g;0.021;12;0.35;27;1
3274063;3400932740635;;Sanofi;Non renseigné;SURBRONC S buv expectorant ambroxol sans sucre Fl/100ml;0.1;7.28;0.15;35;1
3396636;3400933966362;;Sanofi;Non renseigné;DULCOLAX 10 mg Suppos Plq/6;0.1;8;0.15;120;1
3434868;3400934348686;;Sanofi;Non renseigné;MAXILASE ALPHA-AMYLASE 200 U CEIP/ml Sirop maux de gorge Fl/200ml;0.1;6.78;0.15;24;1
3538220;3400935382207;;Sanofi;Non renseigné;MAALOX HYD ALU/MG 400/400mg Cp crq Plq/40;0.1;9.45;0.15;72;1
3545504;3400935455048;;Sanofi;Non renseigné;MAALOX HYD ALU/MG 460mg/400mg Susp mx 20Sach;0.1;9.82;0.15;60;1
3595784;3400935957849;;Sanofi;Non renseigné;TOPLEXIL 0,33 mg/ml Sirop Fl/150ml;0.1;8;0.15;35;1
3632686;3400936326866;;Sanofi;Non renseigné;MAGNEVIE B6 100 mg/10 mg Cpr pell Plaq/60;0.1;12.25;0.15;48;1
3730762;3400937307628;;Sanofi;Non renseigné;TOPLEXIL 0,33mg/ml S buv ss suc éd Fl/150ml;0.1;7.99;0.15;35;1
3802220;3400938022209;;Sanofi;Non renseigné;PLAVIX 75 mg Cpr pell Plq/30;0.021;10.77;0.14;120;1
3903576;3400939035765;;Sanofi;Non renseigné;LYSOPAÏNE CETYL Cpr suc mx gorge ss suc 2T/18;0.1;9.21;0.15;60;1
3906942;3400939069425;;Sanofi;Non renseigné;DULCOLAX 5 mg Cpr enr gastro-rés Plq/30;0.1;9.46;0.15;108;1
6640775;3401566407758;3582910005667;Sanofi;Non renseigné;PHYSIOMER S nas Nourr Fl/115ml;0.2;7.76;0.15;12;1
7608064;3401576080644;3582910010517;Sanofi;Non renseigné;PHYSIOMER S nas Ad/Enf 2Fl/135ml;0.2;12.8;0;6;1
7797763;3401077977634;3582910005650;Sanofi;Non renseigné;PHYSIOMER S nas Ad/Enf Brumis/135ml;0.2;7.76;0.15;12;1
9759264;3401097592640;;Sanofi;Non renseigné;BGSTAR Bdlette B/100;0.055;34.89;0.2;90;1
;;3664798024302;Sanofi;Phytoxil;PHYTOXIL JUNIOR Sirop enfant +2ans Fl/100ml;0.2;8.7;0;1;1
;;3664798025507;Sanofi;Phytoxil;PHYTOXIL TOUX GORGE Sp Ad Enf +2ans Fl/100ml;0.2;8.7;0;1;1
4788864;3401047888649;;Santen;Non renseigné;CATIONORM Emul ophtalm séch ocul 30Unid/0,4ml;0.2;8.82;0.14;112;1
9798867;3401097988672;;Santen;Non renseigné;CATIONORM MULTI Emul ophtalm séch ocul 10ml;0.2;8.24;0.14;80;1
;;3700482600145;Santinov;Fortiline;FORTILINE Pdr protéines digest rapide B/400g;0.055;13.84;0.05;6;1
;;3700482600169;Santinov;Glupiline;GLUPILINE MVM Cpr post-amaigrissement par GLP1 Etui Blister/60;0.055;17.24;0.15;1;1
4868095;3401548680957;3700482600015;Santinov;Surgiline;SURGILINE Cpr Pilul/60;0.055;17.24;0.15;159;1
4868103;3401548681039;3700482600022;Santinov;Surgiline;SURGILINE Pdr sbuv 30Sach;0.055;17.24;0.15;0;1
;;3700695200934;Santé verte;Aloe Vera;NECTALOE Gel externe Bio T/150ml;0.2;11.6;0.22;96;1
;;3700695201146;Santé verte;Aloe Vera;NECTALOE Jus Bio Fl/1l;0.055;15.97;0.22;6;1
9710772;;5060072734253;Santé verte;Aloe Vera;NECTALOE Boisson 20St/10ml;0.055;11.25;0.22;12;1
;;3700695203973;Santé verte;Articulations;SANTE VERTE GCA 2700 Cpr B/60;0.055;21.25;0.22;1;1
;;3700695203980;Santé verte;Articulations;SANTE VERTE GCA 2700 Cpr 3B/60;0.055;42.5;0.22;1;1
9598482;3401595984824;5060072731405;Santé verte;Cholesterol;SANTE VERTE Levure riz rouge Cpr B/30;0.055;18.81;0.22;0;1
9742890;3401597428906;5060072731870;Santé verte;Cholesterol;SANTE VERTE Levure riz rouge Cpr B/60;0.055;26.93;0.22;0;1
5123279;3401551232792;5060072733799;Santé verte;Circulation;CIRCULYMPHE Cpr triple action B/30;0.055;11.25;0.22;110;1
5123316;3401551233164;5060072733805;Santé verte;Circulation;CIRCULYMPHE Cpr triple action B/60;0.055;20.18;0.22;70;1
6265001;3401562650011;5060072733225;Santé verte;Circulation;CIRCULYMPHE Gel ext circul T/150ml;0.2;13.3;0.22;0;1
;;3700695202105;Santé verte;Circulymphe Complexe;CIRCULYMPHE JOUR NUIT Cpr B/56;0.055;22.21;0.22;1;1
;;3700695203614;Santé verte;Circulymphe Complexe;CIRCULYMPHE Spray fraîcheur Fl/100ml;0.2;9.6;0.22;1;1
6100886;;3700695220680;Santé verte;Circulymphe Complexe;CIRCULYMPHE COMPLEXE H S buv 20Sticks;0.055;15.59;0.22;12;1
6100887;;3700695220697;Santé verte;Circulymphe Complexe;CIRCULYMPHE COMPLEXE H Cpr B/16;0.055;12.21;0.22;1;1
;;3700695220512;Santé verte;Equilibre féminin;MENOSCIENCES Cpr B/45;0.055;16.54;0.22;0;1
6093639;;3700695220642;Santé verte;Inecla;INECLA Acide hyaluronique 200 mg Cpr B/30;0.055;27.88;0.22;1;1
;;3700695201344;Santé verte;Inflammation;NUTRALGIC 1000 Cpr action apaisante B/15;0.055;9.36;0.22;1;1
;;3700695201351;Santé verte;Inflammation;NUTRALGIC 1000 Cpr action apaisante B/30;0.055;16.92;0.22;1;1
;;3700695203249;Santé verte;Non renseigné;SANTE VERTE Zinc 15 mg Gél B/60;0.055;11.6;0.22;1;1
;;3700695203560;Santé verte;Non renseigné;SANTE VERTE Collagène Pdr 30Sticks;0.055;22.6;0.22;12;1
;;3700695220451;Santé verte;Non renseigné;SANTE VERTE Cpr prostate B/60;0.055;30.15;0.22;1;1
;;3700695220475;Santé verte;Non renseigné;SANTE VERTE Omega 3 1000mg DHA Gél B/60;0.055;26.93;0.22;1;1
6027666;;3700695220376;Santé verte;Non renseigné;GCA 2700 Gel chauff T/100ml;0.2;10.9;0.22;42;1
6035562;;3700695240107;Santé verte;Non renseigné;NUTRALGIC MUSCLE Cpr décontract muscul B/14;0.055;10.25;0.22;1;1
6091622;;3700695220598;Santé verte;Non renseigné;ACTIRUB Pdr à diluer enfant framboise 20Sach;0.055;12.5;0.22;28;1
9688133;3401596881337;5060072731689;Santé verte;Non renseigné;POLANINE Cpr réact saisonn B/30;0.055;10.87;0.22;0;1
;;3700695203539;Santé verte;Périodes Hivernales;ACTIRUB JOUR NUIT Cpr B/15;0.055;11.5;0.22;1;1
;;3700695203607;Santé verte;Périodes Hivernales;ACTIRUB Past maux de gorge B/20;0.055;6.1;0.22;1;1
;;3700695221014;Santé verte;Périodes Hivernales;ACTIRUB Spray buccal Fl/15ml;0.055;8.41;0.22;1;1
;;3700695221021;Santé verte;Périodes Hivernales;ACTIRUB Sp toux sèche grasse dès 1an Ad 150ml;0.2;7.7;0.22;36;1
;;3700695221229;Santé verte;Périodes Hivernales;ACTIRUB Spray nasal Fl/20ml;0.2;8.32;0.22;1;1
5167555;3401551675551;5060072732501;Santé verte;Périodes Hivernales;ACTI'RUB Cpr B/15;0.055;9.75;0.22;120;1
6043699;;3700695220529;Santé verte;Périodes Hivernales;ACTIRUB Pdr à diluer 15Sach;0.055;9.75;0.22;36;1
;;3700695203553;Santé verte;Stess & Anxiété;SANTE VERTE Magnésium 3 formes 360 mg Cpr B/60;0.055;12.3;0.22;1;1
9664658;3401596646585;5060072731566;Santé verte;Stess & Anxiété;SEROTISOL Cpr stress angoisse B/20;0.055;8.98;0.22;0;1
;;3700695203225;Santé verte;Tonus;TONIPHYT BOOST Cpr eff orange B/45;0.055;15.03;0.22;1;1
;;3700695203232;Santé verte;Tonus;SANTE VERTE Vitamine C liposomale Gél B/60;0.055;16.92;0.22;1;1
6408009;;5060072731245;Santé verte;Tonus;COGNI'SCIENCES Cpr stimulat céréb B/60;0.055;22.6;0.22;0;1
9598447;3401595984473;5060072731399;Santé verte;Tonus;TONIPHYT Cpr B/30;0.055;15.03;0.22;0;1
;;3700695202129;Santé verte;Transit;SANTE VERTE DIGEST CONFORT TRANSIT Cpr B/60;0.055;12.76;0.22;1;1
6408133;;3700695201450;Santé verte;Transit;SANTE VERTE DIGEST CONFORT HEPATO Cpr B/20;0.055;8.41;0.22;1;1
;;3700695201795;Santé verte;Vitamine D3;SANTE VERTE Vit D3 vég 2000UI S buv Spr/20ml;0.055;19.75;0.22;1;1
3385408;3400933854089;;Schering Plough (MSD);Non renseigné;VARNOLINE CONTINU Cpr pell 3Plq/28;0.1;22.86;0.14;0;1
3529020;3400935290205;;Schering Plough (MSD);Non renseigné;CERAZETTE 0,075 mg Cpr pell Plq/28;0.1;10.84;0.14;0;1
3529037;3400935290373;;Schering Plough (MSD);Non renseigné;CERAZETTE 0,075 mg Cpr pell Plq/3x28;0.1;31.84;0.14;180;1
3543586;3400935435866;;Schering Plough (MSD);Non renseigné;LIVIAL 2,5 mg Cpr Plq/28;0.1;29.84;0.14;0;1
;;3059944203418;Scholl;Soin;SCHOLL Masque pieds Huile d'Argan 1 paire;0.2;6.49;0.1;6;1
;;3059949933044;Scholl;Soin;SCHOLL Masque pieds hydratant 1 paire;0.2;6.49;0.1;6;1
;;3059949933198;Scholl;Soin;SCHOLL CR HYDRATATION RENFORCEE 150ML;0.2;12.46;0.1;1;1
;;5038483849255;Scholl;Soin;SCHOLL Cr anti-callosités T/75ml;0.2;6.1;0.1;6;1
;;5056585800677;Scholl;Soin;SCHOLL Masque exfoliant talons Sach/2;0.2;8.34;0.1;24;1
7033037;;5052197038965;Scholl;Soin;SCHOLL V SM EX P Roul rempl grn ext exfol B/2;0.2;16.82;0.1;1;1
;;3059949931590;Scholl;Traitement;SCHOLL Cr reconstit K+ T/60ml;0.2;9.99;0.1;36;1
;;3059949931606;Scholl;Traitement;SCHOLL Cr reconstit K+ T/120ml;0.2;13.7;0.1;6;1
;;3059949932863;Scholl;Traitement;SCHOLL Cr nutrition intense T/150ml;0.2;12.46;0.1;6;1
;;3528285211012;Scholl;Traitement;SCHOLL Cr réparatrice intense T/150ml;0.2;12.46;0.1;1;1
4698233;;5038483494905;Scholl;Traitement;SCHOLL Pansements coricides cors Bte/8;0.2;8.5;0.1;6;1
5368839;;5052197005202;Scholl;Traitement;SCHOLL Feutre protecteur cors Bte/9;0.2;4.52;0.1;12;1
3025259;3400930252598;;Serb;Non renseigné;CONTRATHION 2 % Pdre/solv p sol inj 10Fl/10ml;0.021;195.97;0.05;20;1
3190283;3400931902836;;Serb;Non renseigné;FLUORESCEINE SODIQUE FAURE 10 % S inj Amp/5ml;0.021;5.87;0.14;0;1
3636709;3400936367098;;Serb;Non renseigné;ENDOTELON 150 mg Cpr enr gastro-rés Plq/60;0.1;14.22;0.14;70;1
;;3665351000290;Serelys pharma;Non renseigné;SERELYS OSTEO Gél B/30;0.055;20.57;0.1;1;1
;;3665351000306;Serelys pharma;Non renseigné;SERELYS MENO Gél B/30;0.055;19.51;0.1;39;1
;;3665351000313;Serelys pharma;Non renseigné;SERELYS MENO Gél B/60;0.055;35.99;0.1;20;1
;3701161200014;3701161200021;Serp;Non renseigné;VIBTIL DIGEST Tilleul Gél B/40;0.055;7.98;0.25;30;1
3015798;3400930157985;;Serp;Non renseigné;BRONCHODERMINE Pom T/60g;0.1;7.33;0.15;72;1
3015806;3400930158067;;Serp;Non renseigné;BRONCHODERMINE Suppos adultes Plq/10;0.1;6.1;0.15;80;1
3022315;3400930223154;;Serp;Non renseigné;CHLORUMAGENE Pdr susp buv B/100g;0.1;10.32;0.15;30;1
3031768;3400930317686;;Serp;Non renseigné;DILATRANE 200 mg Gél LP Plq/30;0.1;5.41;0.14;50;1
3031774;3400930317747;;Serp;Non renseigné;DILATRANE 100 mg Gél LP Plq/30;0.1;4.47;0.14;10;1
3040939;3400930409398;;Serp;Non renseigné;FONCITRIL 4000 Glé en sachet-dose 30Sach/10g;0.1;15.25;0.15;24;1
3045411;3400930454114;;Serp;Non renseigné;GLYCO-THYMOLINE 55 S bucc Fl/250ml;0.1;6.8;0.15;30;1
3278782;3400932787821;;Serp;Non renseigné;DILATRANE 50 mg Gél LP Plq/30;0.1;3.18;0.14;70;1
3278799;3400932787999;;Serp;Non renseigné;DILATRANE 300 mg Gél LP Plq/30;0.1;6.35;0.14;72;1
3418869;3400934188695;;Serp;Non renseigné;PRINCI B Cpr pell Plq/30;0.1;11.73;0.25;90;1
3007456;3400930074565;;Servier;Daflon;DAFLON 1000 mg Cpr pell Plq/18;0.1;13.3;0.23;100;1
3834183;3400938341836;;Servier;Daflon;DAFLON 500 mg Cpr pell Plq/60;0.1;16.3;0.23;60;1
2762814;3400927628146;;Servier;Non renseigné;DAFLON 500 mg Cpr pell Plq/120;0.1;30.22;0.23;24;1
3140888;3400931408888;;Servier;Non renseigné;ARCALION 200 mg Cpr enr Plq/30;0.1;10.31;0.23;120;1
3140894;3400931408949;;Servier;Non renseigné;ARCALION 200 mg Cpr enr 2Plq/30 (60);0.1;16.66;0.23;60;1
3220506;3400932205066;;Servier;Non renseigné;VASTAREL 20 mg Cpr pell 2Plq/30 (60);0.1;9.38;0.14;120;1
3572458;3400935724588;;Servier;Non renseigné;VASTAREL 35 mg Cpr pell LM 2Plq/30 (60);0.1;9.85;0.14;0;1
3442744;3400934427442;;Sifi;Non renseigné;DACUDOSES S p lav opht en récipient unidose 16Unid/10ml;0.1;3.61;0.4;28;1
3077144;3400930771440;;Sinclair Pharma France;Non renseigné;OXYPLASTINE 46 % Pom T/135g;0.021;10.8;0.14;72;1
;;5000223491871;Smith & Nephew SAS;Allevyn;ALLEVYN GENT BORD Pans hydroc 10x30cm B/10;0.2;41.64;0.08;6;1
2065653;3401020656531;5000223481469;Smith & Nephew SAS;Allevyn;ALLEVYN LIFE SACR Pans hyd sil 21,6x23cm B/10;0.2;59.61;0.08;4;1
2065676;3401020656760;;Smith & Nephew SAS;Allevyn;ALLEVYN LIFE SACR Pans hyd sil 17,2x17,5 B/10;0.2;37.34;0.08;6;1
2133975;3401021339754;5000223476908;Smith & Nephew SAS;Allevyn;ALLEVYN GE B L OV Pans hyd sil S7,7x8,6 B/10;0.2;6.92;0.08;6;1
2133981;3401021339815;5000223476892;Smith & Nephew SAS;Allevyn;ALLEVYN GENT B LI Pans hydroc 10x20cm B/10;0.2;26.84;0.08;6;1
2133998;3401021339983;5000223476915;Smith & Nephew SAS;Allevyn;ALLEVYN GE B L OV Pans hyd M13,1x15,2cm B/10;0.2;20.94;0.08;6;1
4091057;3401040910576;;Smith & Nephew SAS;Allevyn;ALLEVYN LIFE HEEL Pans hydroce 25x25,2cm B/10;0.2;79.39;0.08;4;1
4499692;3401044996927;5000223448400;Smith & Nephew SAS;Allevyn;ALLEVYN HEEL Pans hydrocel tal coud 10Sach;0.2;35.61;0;3;1
4790743;3401047907432;5000223464035;Smith & Nephew SAS;Allevyn;ALLEVYN GENT BORD Pans hydroc tr abs 8x8cm 16;0.2;13.01;0.08;6;1
4790766;3401047907661;5000223464066;Smith & Nephew SAS;Allevyn;ALLEVYN GENT BORD Pans hyd abs 12,5x12,5cm 16;0.2;31.25;0.08;6;1
5110118;3401051101185;5000223477721;Smith & Nephew SAS;Allevyn;ALLEVYN GEN B L M Pans hydrocel 8x8,4cm B/10;0.2;7.79;0.08;6;1
5165390;3401051653905;5000223478124;Smith & Nephew SAS;Allevyn;ALLEVYN LIFE Pans hydroc comp 15,4x15,4cm 16;0.2;40.06;0.08;3;1
5165415;3401051654155;5000223478100;Smith & Nephew SAS;Allevyn;ALLEVYN LIFE Pans hydroc compo 10,7x10,7cm 16;0.2;20.65;0.08;3;1
6019236;3401060192365;5000223465278;Smith & Nephew SAS;Allevyn;ALLEVYN GENTL B H Pans hydrocel 23x23,2 B/10;0.2;69.08;0.08;4;1
