CIP7;CIP13;EAN13;Laboratoire;Gamme;Libellé;TVA;Prix A HT;Remise1;Colisage;QteMin
;3400930042489;;ABBVIE;Non renseigné;HUMIRA 40 mg/0,4 ml S inj en seringue préremplie 2Ser/0,4ml;0.021;350.02;0;21;1
;3400930116494;;ABBVIE;Non renseigné;HUMIRA 80 mg S inj en seringue préremplie Ser/0,8ml+Tamp;0.021;350.02;0;1;1
;3400930126165;;ABBVIE;Non renseigné;HUMIRA 20 mg S inj en seringue préremplie 2Ser/0,2ml+2Tamp;0.021;194.18;0;1;1
2756162;3400927561627;;ABBVIE;Non renseigné;GANFORT 0,3 mg/ml + 5 mg/ml Collyre sol récip unidose 30unid;0.021;7.4;0;64;1
3317080;3400933170806;;ABBVIE;Non renseigné;EXOCINE 0,3 % Collyre Fl/5ml;0.021;2.29;0;0;1
3342959;3400933429591;;ABBVIE;Non renseigné;ACULAR 0,5 % Collyre Fl/5ml;0.021;2.17;0;288;1
3379744;3400933797447;;ABBVIE;Non renseigné;CELLUVISC 4 mg/0,4 ml Collyre 30unid/0,4ml;0.021;2.46;0;64;1
3379750;3400933797508;;ABBVIE;Non renseigné;CELLUVISC 4 mg/0,4 ml Collyre 90Unid/0,4ml;0.021;6.85;0;16;1
3440751;3400934407512;;ABBVIE;Non renseigné;NORVIR 100 mg Cpr pell Fl/30;0.021;15.66;0;0;1
3454730;3400934547300;;ABBVIE;Non renseigné;ALPHAGAN 0,2 % (2 mg/ml) Collyre sol Fl/5ml;0.021;5.03;0;0;1
3592202;3400935922021;;ABBVIE;Non renseigné;LUMIGAN 0,3 mg/ml Collyre en sol Fl/3ml;0.021;8.22;0;0;1
3598529;3400935985293;;ABBVIE;Non renseigné;LUMIGAN 0,1 mg/ml Collyre sol Fl/3ml;0.021;4.86;0;160;1
3622653;3400936226531;;ABBVIE;Non renseigné;PURIVIST 0,5 mg/ml Collyre sol Fl/5ml;0.021;4.68;0;0;1
3717224;3400937172240;;ABBVIE;Non renseigné;COMBIGAN 2 mg/ml + 5 mg/ml Collyre sol Fl/5ml;0.021;5.34;0;144;1
3757413;3400937574136;;ABBVIE;Non renseigné;GANFORT 0,3 mg/ml + 5 mg/ml Collyre sol Fl/3ml;0.021;7.4;0;288;1
3760993;3400937609937;;ABBVIE;Non renseigné;KALETRA 200 mg/50 mg Cpr pell Fl PEHD/120;0.021;161.15;0;1;1
4940711;3400949407118;;ABBVIE;Non renseigné;OZURDEX 700 µg Implant intravitr Sach;0.021;846.63;0;20;1
;3400930037577;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;ARIPIPRAZOLE ACCORD 5 mg Cpr Plq/28;0.021;8.74;0.4;1;1
;3400930037614;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;ARIPIPRAZOLE ACCORD 10 mg Cpr Plq/28;0.021;8.74;0.4;100;1
;3400930037652;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;ARIPIPRAZOLE ACCORD 15 mg Cpr Plq/28;0.021;8.74;0.4;120;1
;3400930038864;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;QUETIAPINE ACCORD LP 50 mg Cpr LP Plq/30;0.021;4.28;0.4;1;1
;3400930040133;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;PREGABALINE ACCORD 50 mg Gél Plq/84;0.021;4.87;0.4;1;1
;3400930040171;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;PREGABALINE ACCORD 100 mg Gél Plq/84;0.021;7.24;0.4;1;1
;3400930044186;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;DUTASTERIDE ACCORD 0,5 mg Caps molle Plq/30;0.021;3.49;0.4;1;1
;3400930044520;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;VORICONAZOLE ACCORD 50 mg Cpr pell Plq/28x1;0.021;62.29;0.4;1;1
;3400930053775;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;ROSUVASTATINE ACCORD 5 mg Cpr pell Plq alu/90;0.021;5.96;0.4;1;1
;3400930085967;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;EZETIMIBE ACCORD 10 mg Cpr Plq Alu/PVC/Aclar/28;0.021;5.59;0.4;1;1
;3400930086483;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;EPLERENONE ACCORD 25 mg Cpr pell Plq/30x1;0.021;6.56;0.4;1;1
;3400930086490;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;EPLERENONE ACCORD 25 mg Cpr pell Plq/90x1;0.021;18.7;0.4;1;1
;3400930110836;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;SOLIFENACINE ACCORD 5 mg Cpr pell Plq/30;0.021;3.19;0.4;1;1
;3400930110935;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;SOLIFENACINE ACCORD 10 mg Cpr pell Plq/30;0.021;3.19;0.4;1;1
;3400930115664;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;TELMISARTAN/HYDROCHLOROTHIAZIDE ACCORD 80 mg/25 mg Cpr Plq/90;0.021;5.4;0.4;1;1
;3400930118757;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;ENTECAVIR ACCORD 0,5 mg Cpr pell Plq/30;0.021;68.62;0.4;1;1
;3400930119150;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;LACOSAMIDE ACCORD 100 mg Cpr pell Plq/56;0.021;12.23;0.4;1;1
;3400930119259;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;LACOSAMIDE ACCORD 200 mg Cpr pell Plq/56;0.021;24.46;0.4;1;1
;3400930137383;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;RASAGILINE ACCORD 1 mg Cpr Plq/30;0.021;17.45;0.4;1;1
;3400930157640;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;PELGRAZ 6 mg S inj en seringue préremplie Ser+Tamp;0.021;339.26;0;1;1
;3400930171059;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;FULVESTRANT ACCORD 250 mg S inj en seringue préremplie 2Ser;0.021;96;0.4;1;1
;3400930187951;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;PELGRAZ 6 mg S inj en stylo prérempli Stylo + Tamp;0.021;339.26;0;1;1
;3400930228265;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;DEFERASIROX ACCORD 180 mg Cpr pell Plq/30x1;0.021;68.48;0.4;1;1
;3400930236130;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;METFORMINE ACCORD 850 mg Cpr pell Plq/90;0.021;2.63;0.4;1;1
;3400930243473;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;ABIRATERONE ACCORD 500 mg Cpr pell Plq/60x1;0.021;449.62;0.4;1;1
;3400930258330;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;ORGOVYX 120 mg Cpr pell Fl/30;0.021;79.74;0;100;1
;3400930278345;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;RIVAROXABAN ACCORD 10 mg Cpr pell Plq/30;0.021;6.41;0.4;1;1
;3400930278352;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;RIVAROXABAN ACCORD 15 mg Cpr pell Plq/28;0.021;5.98;0.4;160;1
;3400930278369;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;RIVAROXABAN ACCORD 20 mg Cpr pell Plq/28;0.021;5.98;0.4;160;1
;3400930280324;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;DEGARELIX ACCORD 80 mg Pdre/solv p sol inj Fl+ser/4,2ml;0.021;35.91;0.05;1;1
;3400930316191;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;ELTROMBOPAG ACCORD 25 mg Cpr pell Plq/28;0.021;138.5;0.4;1;1
;3400930316207;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;ELTROMBOPAG ACCORD 50 mg Cpr pell Plq/28;0.021;277;0.4;1;1
2229712;3400922297125;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;BISOPROLOL ACCORD HEALTHCARE 2,5 mg Cpr pell séc Plq/90;0.021;5.51;0.4;0;1
2229830;3400922298306;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;BISOPROLOL ACCORD HEALTHCARE 5 mg Cpr pell séc Plq/30;0.021;0.97;0.4;0;1
2229882;3400922298825;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;BISOPROLOL ACCORD HEALTHCARE 5 mg Cpr pell séc Plq/90;0.021;2.76;0.4;0;1
2232128;3400922321288;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;CIPROFLOXACINE ACCORD 500 mg Cpr pell Plq/12;0.021;4.54;0.4;0;1
2238160;3400922381602;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;LEVETIRACETAM ACCORD 500 mg Cpr pell Plq unit/60;0.021;10.67;0.4;0;1
2739057;3400927390579;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;CAPECITABINE ACCORD 500 mg Cpr pell Plq/120;0.021;75.77;0.4;0;1
2798367;3400927983672;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;CLOPIDOGREL ACCORD 75 mg Cpr pell Plq/30;0.021;3.97;0.4;72;1
3011910;3400930119105;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;LACOSAMIDE ACCORD 50 mg Cpr pell Plq/56;0.021;6.11;0.4;1;1
3886197;3400938861976;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;NALTREXONE ACCORD 50 mg Cpr pell séc Plq blanc opaq/28;0.021;17.57;0.2;0;1
3943937;3400939439372;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;LETROZOLE ACCORD HEALTHCARE 2,5 mg Cpr pell Plq/30;0.021;16.74;0.4;0;1
4948569;3400949485697;;ACCORD HEALTHCARE FRANCE SAS;Non renseigné;ATENOLOL ACCORD HEALTHCARE 100 mg Cpr séc Plq/90;0.021;5.17;0.4;0;1
;3400930188828;;ADVANZ PHARMA / CSP COURNON;Non renseigné;COLISTIME SOD AMDI 1MUI P/S inh nébul 5Fl+5A;0.021;49.79;0;14;1
3004613;3400930046135;;ADVANZ PHARMA / CSP COURNON;Non renseigné;ANDROTARDYL 250 mg/1 ml S inj intramusculaire Amp/1ml;0.021;4.82;0;220;1
3209551;3400932095513;;ADVANZ PHARMA / CSP COURNON;Non renseigné;NOOTROPYL 20 % S buv Fl/125ml;0.021;2.3;0;24;1
3235100;3400932351008;;ADVANZ PHARMA / CSP COURNON;Non renseigné;ANDROCUR 50 mg Cpr séc Plq/20;0.021;7.44;0;0;1
3290381;3400932903818;;ADVANZ PHARMA / CSP COURNON;Non renseigné;RULID 150 mg Cpr enr Plq/10;0.021;5.11;0;0;1
3313113;3400933131135;;ADVANZ PHARMA / CSP COURNON;Non renseigné;OROKEN 200 mg Cpr pell Plq/8;0.021;6.1;0;1;1
3358989;3400933589899;;ADVANZ PHARMA / CSP COURNON;Non renseigné;OROKEN 100 mg Pdr susp buv en flacon enfant Fl/200doses;0.021;5.87;0;50;1
3358995;3400933589950;;ADVANZ PHARMA / CSP COURNON;Non renseigné;OROKEN 40 mg Pdr susp buv en flacon nourrisson Fl/80Doses;0.021;4.35;0;50;1
3376131;3400933761318;;ADVANZ PHARMA / CSP COURNON;Non renseigné;RULID 150 mg Cpr enr 2plq/8 (16);0.021;8.15;0;0;1
3650589;3400936505896;;ADVANZ PHARMA / CSP COURNON;Non renseigné;COLISTIME SOD AMDI 1MUI P/S inh nébulise Fl+A;0.021;9.96;0;72;1
3720083;3400937200837;;ADVANZ PHARMA / CSP COURNON;Non renseigné;TENORETIC 50 mg/12,5 mg Cpr pell Plq/30;0.021;4.65;0;0;1
3720114;3400937201148;;ADVANZ PHARMA / CSP COURNON;Non renseigné;TENORETIC 50 mg/12,5 mg Cpr pell Plq/90;0.021;13.28;0;0;1
;3400930035221;;AGUETTANT;Non renseigné;NUTRYELT S diluer perf 10Amp PP/10ml;0.021;24.87;0;120;1
;3400930202524;;AGUETTANT;Non renseigné;APOKINON 5 mg/ml S perf 5Cart/20ml;0.021;61.5;0;18;1
3691068;3400936910683;;AGUETTANT;Non renseigné;MORPHINE (CHLORHYDRATE) AGUETTANT 10 mg/ml S inj 10Amp/1ml;0.021;7.22;0;0;1
3691163;3400936911635;;AGUETTANT;Non renseigné;MORPHINE (CHLORHYDRATE) AGUETTANT 10 mg/ml S inj 10Amp/10ml;0.021;13.72;0;0;1
4974064;3400949740642;;AGUETTANT;Non renseigné;APOKINON 5 mg/ml S perf 10Amp/10ml;0.021;61.5;0;32;1
3085362;3400930853627;;ALCON;Non renseigné;ATROPINE ALCON 1% Collyre Fl/10ml;0.021;2.2;0;91;1
3085385;3400930853856;;ALCON;Non renseigné;ATROPINE ALCON 0,5 % Collyre Fl/10ml;0.021;2.2;0;91;1
;3400930009666;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;TIXTAR 550 mg Cpr pell Plq/56;0.021;174.71;0;1;1
;3400930081457;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;XIMEPEG Pdr sol buv Sachet A/4+Sachet B/4;0.021;6.48;0;24;1
;3400930215227;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;JYSELECA 200 mg Cpr pell Fl/30;0.021;505.9;0;1;1
3004346;3400930043462;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;ANAFRANIL 25 mg/2 ml S inj 5Amp/2ml;0.021;1.69;0;0;1
3004352;3400930043523;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;ANAFRANIL 25 mg Cpr enr Plq/50;0.021;2.75;0;0;1
3010967;3400930109670;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;BETNESOL 4 mg/1 ml S inj 3Amp/1ml;0.021;1.77;0;154;1
3010973;3400930109731;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;BETNESOL 0,50 mg Cpr eff Film/3x10 (30);0.021;1.65;0;0;1
3037015;3400930370155;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;ANAFRANIL 10 mg Cpr enr Plq/60;0.021;1.72;0;96;1
3066933;3400930669334;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;METEOXANE Gél Plq/60;0.021;2.72;0;84;1
3182869;3400931828693;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;SYNACTHENE 0,25 mg/1 ml S inj Amp/1ml;0.021;6.61;0;88;1
3183662;3400931836629;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;LYSANXIA 10 mg Cpr B/40;0.021;1.78;0;0;1
3244843;3400932448432;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;ANAFRANIL 75 mg Cpr pell séc Plq/20;0.021;2.16;0;0;1
3244895;3400932448951;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;ZADITEN 1 mg/5 ml S buv Fl/150ml;0.021;3.65;0;12;1
3311686;3400933116866;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;LYSANXIA 15 mg/ml S buv en gouttes Fl/20ml;0.021;1.71;0;0;1
3369214;3400933692148;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;ZADITEN LP 2 mg Cpr pell LP Plq/30;0.021;7.83;0;0;1
3387726;3400933877262;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;CALCIPRAT 500 mg Cpr à sucer Fl/60;0.021;4.62;0;0;1
3394146;3400933941468;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;CALCIPRAT 1000 mg Cpr à sucer Fl/30;0.021;4.62;0;0;1
3411560;3400934115608;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;CALCIPRAT VITAMINE D3 500 mg/400 UI Cpr à sucer Fl/2x30 (60);0.021;4.62;0;0;1
3601243;3400936012431;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;CALCIPRAT VITAMINE D3 1000 mg/800 UI Cpr à sucer Fl/30;0.021;4.62;0;64;1
3657114;3400936571143;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;LEVOCARNIL 100 mg/ml S buv 10Fl/10ml;0.021;6.23;0;60;1
3657120;3400936571204;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;LEVOCARNIL 1 g/5 ml S inj 5Amp/5ml;0.021;5.28;0;80;1
3738953;3400937389532;;ALFASIGMA FRANCE / CSP COURNON;Non renseigné;CALCIPRAT VITAMINE D3 1000 mg/800 UI Cpr à sucer Pilul/90;0.021;13.19;0;0;1
;3400930038291;;ALK ABELLO AS;Non renseigné;JEXT 150 µg S inj en stylo prérempli 2Stylo/0,15ml;0.021;55.44;0;1;1
;3400930038307;;ALK ABELLO AS;Non renseigné;JEXT 300 µg S inj en stylo prérempli 2Stylo/0,30ml;0.021;55.44;0;40;1
;3400930045343;;ALK ABELLO AS;Non renseigné;ACARIZAX 12 SQ-HDM Lyoph sublingual Plq/30;0.021;61.9;0;180;1
;3400930190128;;ALK ABELLO AS;Non renseigné;ITULAZAX 12 SQ-Bet Lyoph sublingual 3Plq/10;0.021;97.12;0;1;1
3780116;3400937801164;;ALK ABELLO AS;Non renseigné;GRAZAX 75 000 SQ-T Lyoph sublingual Plq/30;0.021;52.75;0;180;1
3357694;3400933576943;;ALLOGA FRANCE;Non renseigné;PEVARYL 1 % S appl loc Fl pulv/30g;0.021;3.74;0;0;1
3973499;3400939734996;;ALLOGA FRANCE;Non renseigné;ZEBINIX 800 mg Cpr Plq PVC/alu/30;0.021;52.41;0;0;1
3185135;3400931851356;;ALMIRALL SAS;Non renseigné;PRESTOLE Gél Plq/30;0.021;4.17;0;0;1
3222675;3400932226757;;ALMIRALL SAS;Non renseigné;CEBUTID 100 mg Cpr enr Plq/15;0.021;2.26;0;0;1
3304634;3400933046347;;ALMIRALL SAS;Non renseigné;MUPIDERM 2% Pom T/15g;0.021;3.53;0;0;1
3319908;3400933199081;;ALMIRALL SAS;Non renseigné;CEBUTID LP 200 Gél Fl/16;0.021;5.16;0;0;1
3403537;3400934035371;;ALMIRALL SAS;Non renseigné;KESTIN 10 mg Cpr pell Plq/15;0.021;2.56;0;0;1
3403566;3400934035661;;ALMIRALL SAS;Non renseigné;KESTIN 10 mg Cpr pell Plq/30;0.021;5.03;0;0;1
3406955;3400934069550;;ALMIRALL SAS;Non renseigné;SPAGULAX Pdr eff susp buv en sachet-dose 20Sach;0.021;2.41;0;48;1
3456657;3400934566578;;ALMIRALL SAS;Non renseigné;CARTREX 100 mg Cpr pell B/30;0.021;2.97;0;0;1
3556146;3400935561466;;ALMIRALL SAS;Non renseigné;ALMOGRAN 12,5 mg Cpr pell Plq/6;0.021;5.77;0;180;1
3586070;3400935860705;;ALMIRALL SAS;Non renseigné;ALMOGRAN 12,5 mg Cpr pell Plq/12;0.021;11.53;0;180;1
3600516;3400936005167;;ALMIRALL SAS;Non renseigné;SPAGULAX Pdr eff susp buv en sachet-dose sans sucre 20Sach;0.021;2.41;0;48;1
3675916;3400936759169;;ALMIRALL SAS;Non renseigné;KESTINLYO 10 mg Lyophilisat oral Plq/30;0.021;3.46;0;100;1
3950110;3400939501109;;ALMIRALL SAS;Non renseigné;ONYTEC 80 mg/g V ongles médicamenteux Fl/6,6ml;0.021;13.1;0;126;1
3046787;3400930467879;;AMDIPHARM;Non renseigné;GYNERGENE CAFEINE Cpr Plq/20;0.021;2;0;0;1
3106779;3400931067795;;AMDIPHARM;Non renseigné;TOFRANIL 25 mg Cpr enr 10Plq/10 (100);0.021;3.07;0;0;1
3260664;3400932606641;;AMDIPHARM;Non renseigné;VERATRAN 5 mg Cpr 1Plq/30;0.021;1.01;0;100;1
3260670;3400932606702;;AMDIPHARM;Non renseigné;VERATRAN 10 mg Cpr séc 3Plq/10 (30);0.021;1.66;0;100;1
3319133;3400933191337;;AMDIPHARM;Non renseigné;FUCITHALMIC 1 % Gel ophtalm T/3g;0.021;2.15;0;1;1
3413027;3400934130274;;AMDIPHARM;Non renseigné;HYTRINE 5 mg Cpr B/28;0.021;12.68;0;0;1
3424315;3400934243158;;AMDIPHARM;Non renseigné;DYSALFA 5 mg Cpr Plq/28;0.021;10.61;0;0;1
3431580;3400934315800;;AMDIPHARM;Non renseigné;EDEX 10 µg/1 ml Pdre/solv p sol inj 2Cart bi-comp+Ser/1ml;0.021;15.5;0;50;1
3431858;3400934318580;;AMDIPHARM;Non renseigné;EDEX 20 µg/1 ml Pdre/solv p sol inj 2Cart bi-comp+Ser/1ml;0.021;15.5;0;50;1
3473822;3400934738227;;AMDIPHARM;Non renseigné;DIERGOSPRAY 4 mg/ml S pulv nas Fl pulv/1ml;0.021;3.91;0;0;1
3611106;3400936111066;;AMDIPHARM;Non renseigné;NEO-MERCAZOLE 5 mg Cpr T/50;0.021;2.42;0;80;1
3616227;3400936162273;;AMDIPHARM;Non renseigné;NEO-MERCAZOLE 20 mg Cpr T/30;0.021;2.97;0;80;1
3659426;3400936594265;;AMDIPHARM;Non renseigné;ZONEGRAN 25 mg Gél Plq/14;0.021;3.59;0;0;1
3659455;3400936594555;;AMDIPHARM;Non renseigné;ZONEGRAN 100 mg Gél Plq/56;0.021;14.27;0;1;1
3692033;3400936920330;;AMDIPHARM;Non renseigné;ZONEGRAN 50 mg Gél Plq/14;0.021;3.59;0;1;1
;3400930008881;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;OTEZLA 10 mg/20 mg/30 mg Cpr pell Etui/27 (4x10mg+4x20mg+19x30mg);0.021;163.75;0;1;1
;3400930008898;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;OTEZLA 30 mg Cpr pell Plq/56;0.021;339.62;0;1;1
;3400930028582;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;REPATHA 140 mg S inj en stylo prérempli Stylo;0.021;168.73;0;72;1
;3400930289907;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;XGEVA 120 mg Sol inj ser préremplie 1Ser préremplie;0.021;188.81;0;1;1
;3400930294482;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;AMGEVITA 40 mg Sol inj ser préremplie (100 mg/ml) 2Ser/0,4ml;0.021;350.02;0;1;1
;3400930294505;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;AMGEVITA 40 mg Sol inj stylo prérempli (100 mg/ml) Stylo/0,4ml;0.021;175.26;0;1;1
;3400930294512;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;AMGEVITA 40 mg Sol inj stylo prérempli (100 mg/ml) 2Stylo/0,4ml;0.021;350.02;0;1;1
;3400930294529;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;AMGEVITA 40 mg Sol inj stylo prérempli (100 mg/ml) 6Stylo (3x2)/0,4ml;0.021;1019.97;0;1;1
;3400930294567;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;AMGEVITA 80 mg Sol inj stylo prérempli (100 mg/ml) Stylo/0,8ml;0.021;350.02;0;1;1
;3400930295496;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;WEZENLA 45 mg Sol inj ser préremplie Ser/0,5ml;0.021;1046.54;0;1;1
;3400930295502;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;WEZENLA 90 mg Sol inj ser préremplie Ser/1ml;0.021;1046.54;0;1;1
2172538;3400921725384;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;XGEVA 120 mg S inj Fl/1,7ml;0.021;188.81;0;0;1
3539515;3400935395153;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;NEUPOGEN 48 MU/0,5 ml (0,96 mg/ml) S inj en seringue préremplie Ser/0,5ml;0.021;87.2;0;0;1
3539538;3400935395382;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;NEUPOGEN 30 MU/0,5 ml (0,6 mg/ml) S inj en seringue préremplie Ser/0,5ml;0.021;53.79;0;0;1
3567813;3400935678133;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 10 µg Sol inj ser préremplie Ser/0,4ml;0.021;9.88;0;0;1
3598558;3400935985583;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;NPLATE 250 µg Pdre/solv p sol inj Fl+Ser/0,72ml+kit;0.021;477.24;0;0;1
3599641;3400935996411;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;NPLATE 500 µg Pdre/solv p sol inj Fl+Ser/1,2ml+kit;0.021;929.89;0;0;1
3658852;3400936588523;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 40 µg S inj en stylo prérempli (Sureclick) Stylo/0,4ml;0.021;38;0;0;1
3658875;3400936588752;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 60 µg Sol inj stylo prérempli Sureclick Stylo/0,3ml;0.021;56.73;0;0;1
3659314;3400936593145;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 80 µg Sol inj stylo prérempli Sureclick Stylo/0,4ml;0.021;75.47;0;0;1
3659320;3400936593206;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 100 µg Sol inj stylo prérempli (Sureclick) Stylo/0,5ml;0.021;94.22;0;0;1
3659337;3400936593374;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 150 µg Sol inj stylo prérempli (Sureclick) Stylo/0,3ml;0.021;141.08;0;0;1
3659343;3400936593435;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 300 µg Sol inj stylo prérempli Sureclick Stylo/0,6ml;0.021;281.67;0;0;1
3659366;3400936593664;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 500 µg Sol inj stylo prérempli Sureclick Stylo/1ml;0.021;469.12;0;0;1
3959157;3400939591575;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 20 µg Sol inj ser préremplie Ser/0,5ml;0.021;19.23;0;0;1
3959186;3400939591865;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 30 µg Sol inj ser préremplie Ser/0,3ml;0.021;28.62;0;0;1
3959200;3400939592008;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 40 µg Sol inj ser préremplie Ser/0,4ml;0.021;38;0;0;1
3959223;3400939592237;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 50 µg Sol inj ser préremplie Ser/0,5ml;0.021;47.37;0;0;1
3959252;3400939592527;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 60 µg Sol inj ser préremplie Ser/0,3ml;0.021;56.73;0;0;1
3959275;3400939592756;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 80 µg Sol inj ser préremplie Ser/0,4ml;0.021;75.47;0;0;1
3959298;3400939592985;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 100 µg Sol inj ser préremplie Ser/0,5ml;0.021;94.22;0;0;1
3959312;3400939593128;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 130 µg Sol inj ser préremplie Ser/0,65ml;0.021;122.34;0;0;1
3959335;3400939593357;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 150 µg Sol inj ser préremplie Ser/0,3ml;0.021;141.08;0;0;1
3959358;3400939593586;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;ARANESP 300 µg Sol inj ser préremplie Ser/0,6ml;0.021;281.67;0;0;1
4928578;3400949285785;;AMGEN / CSP MOVIANTO MOUSSY;Non renseigné;PROLIA 60 mg S inj en seringue préremplie Ser sécur/1ml sous Plq;0.021;114.34;0;0;1
;3400930230039;;ANGELINI PHARMA FRANCE;Non renseigné;ONTOZRY 12,5 mg/25 mg Cpr kit d'initiation Plq/14 (12,5mg)+Plq/14 (25mg);0.021;44.57;0;1;1
